Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆,NEF,EEF X+,∆,%∆
C2: Min (node 55) → C2: Min (node 4072) in NEF (0.99993118),0.15976084,0.12496549,-0.03479535,-21.77964888,293.73864000,257.69670000,-36.04194000,-12.27007111,9.42221580,7.97090910,-1.45130670,-15.40302972,177.56470000,152.57509000,-24.98961000,-14.07352362,136.66473000,94.67463300,-41.99009700,-30.72489661,-0.11961575,-0.10266408,0.01695167,-14.17177086,-0.28945317,-0.25409185,0.03536132,-12.21659448,0.16983741,0.15142777,-0.01840964,-10.83956709,-0.15517293,-0.12920762,0.02596531,-16.73314411,-0.47333483,-0.41252420,0.06081063,-12.84727557,-7.18080840,-5.90315560,1.27765280,-17.79260396,0.31816190,0.28331658,-0.03484532,-10.95207189,8.40819840,7.36618440,-1.04201400,-12.39283317,1.22739010,1.46302880,0.23563870,19.19835430,1.85581130,1.69865310,-0.15715820,-8.46843642,10.66475400,10.00885700,-0.65589700,-6.15013717,9.64976990,8.45313930,-1.19663060,-12.40061279,0.37080746,0.33578010,-0.03502736,-9.44623930,1.89905960,1.72561920,-0.17344040,-9.13296244,0.33592869,0.30393643,-0.03199226,-9.52352715,2006.56230000,1804.50190000,-202.06040000,-10.06997889,3520.81610000,3105.01890000,-415.79720000,-11.80968242,0.15517293,0.12920762,-0.02596531,-16.73314411,1.18395390,1.09078020,-0.09317370,-7.86970675,28.79723100,26.92834600,-1.86888500,-6.48980800,0.24949270,0.22973570,-0.01975700,-7.91886897,0.35088400,0.32139813,-0.02948587,-8.40330993,
C3: Min (node 1587) → C2: Min (node 3048) in NEF (0.99993855),0.10557261,0.10774203,0.00216942,2.05490799,320.75827000,270.99853000,-49.75974000,-15.51315887,9.41681990,8.01879790,-1.39802200,-14.84600974,191.08437000,157.22814000,-33.85623000,-17.71794836,137.79208000,96.30721500,-41.48486500,-30.10685738,-0.08733540,-0.09317077,-0.00583537,6.68156097,-0.29146394,-0.25569330,0.03577064,-12.27274976,0.20412854,0.16252253,-0.04160601,-20.38226012,-0.10089803,-0.11204435,-0.01114632,11.04711361,-0.47779648,-0.41588028,0.06191620,-12.95869739,-7.43142420,-6.07540630,1.35601790,-18.24707975,0.37689846,0.30383593,-0.07306253,-19.38520258,8.85323690,7.71281890,-1.14041800,-12.88136772,1.42181270,1.63741260,0.21559990,15.16373429,1.94807550,1.74175370,-0.20632180,-10.59105769,10.91504300,10.20430500,-0.71073800,-6.51154558,9.53315370,8.49495640,-1.03819730,-10.89038667,0.36632630,0.33744118,-0.02888512,-7.88507950,1.96947450,1.76105580,-0.20841870,-10.58245232,0.34227468,0.30824928,-0.03402540,-9.94096321,2040.92060000,1838.07490000,-202.84570000,-9.93893148,3548.02880000,3151.31520000,-396.71360000,-11.18123957,0.10089803,0.11204435,0.01114632,11.04711361,1.26352610,1.12525510,-0.13827100,-10.94326425,29.51247300,27.46408200,-2.04839100,-6.94076366,0.20951830,0.22500018,0.01548188,7.38927340,0.35959896,0.32779231,-0.03180665,-8.84503392,
C3: Min (node 2909) → C2: Min (node 19) in NEF (0.99997362),-0.11119308,-0.19304368,-0.08185060,73.61123552,334.17396000,382.25941000,48.08545000,14.38934679,6.18480210,7.51848500,1.33368290,21.56387348,133.15019000,163.48575000,30.33556000,22.78296411,299.55880000,348.16511000,48.60631000,16.22596632,0.09909499,0.13736274,0.03826775,38.61723848,-0.09317765,-0.12388305,-0.03070540,32.95361351,0.19227264,0.26124579,0.06897315,35.87257657,0.11350988,0.19012604,0.07661616,67.49734913,-0.19185150,-0.24594008,-0.05408858,28.19294089,-6.83720130,-8.26777960,-1.43057830,20.92344860,0.30536138,0.43606612,0.13070474,42.80329752,4.08340130,6.76250310,2.67910180,65.60956426,-2.75380010,-1.50527650,1.24852360,-45.33820737,1.12901380,1.44728530,0.31827150,28.19022230,4.34049590,6.37242420,2.03192830,46.81327541,3.51861270,4.33708260,0.81846990,23.26115347,0.13520818,0.17227990,0.03707172,27.41825236,1.11848270,1.39481260,0.27632990,24.70578222,0.16963678,0.20904027,0.03940349,23.22815253,1207.84980000,1430.91470000,223.06490000,18.46793368,1939.49440000,2309.37660000,369.88220000,19.07106306,-0.11350988,-0.19012604,-0.07661616,67.49734913,0.78974020,1.02920470,0.23946450,30.32193372,11.16837800,16.00916400,4.84078600,43.34367981,-0.31251752,-0.30083932,0.01167820,-3.73681450,0.13608271,0.19107432,0.05499161,40.41043127,
C3: Min (node 4635) → C2: Min (node 4665) in NEF (0.99994762),-0.14048296,-0.05362113,0.08686183,-61.83086333,205.93982000,211.85918000,5.91936000,2.87431542,7.42653580,7.64989620,0.22336040,3.00759878,109.34119000,111.65052000,2.30933000,2.11204030,55.56041100,60.32541300,4.76500200,8.57625405,0.10785616,0.05847210,-0.04938406,-45.78695922,-0.08546517,-0.10767833,-0.02221316,25.99089638,0.19332133,0.16615043,-0.02717090,-14.05478640,0.14256107,0.05112593,-0.09143514,-64.13752155,-0.17377930,-0.21354232,-0.03976302,22.88133282,-5.39622630,-6.26063220,-0.86440590,16.01871108,0.31634037,0.26466825,-0.05167212,-16.33434266,5.50082360,4.66546740,-0.83535620,-15.18602051,0.10459731,-1.59516480,-1.69976211,-1625.05336896,1.05344210,1.12626530,0.07282320,6.91288112,4.88485780,5.19437090,0.30951310,6.33617421,3.32213060,3.88945020,0.56731960,17.07698066,0.12765805,0.15449881,0.02684076,21.02551308,1.02222090,1.13386000,0.11163910,10.92123043,0.15215985,0.17877402,0.02661417,17.49092813,1122.51190000,1266.28480000,143.77290000,12.80814039,1806.90090000,2046.89110000,239.99020000,13.28186842,-0.14256107,-0.05112593,0.09143514,-64.13752155,0.74912237,0.76871721,0.01959484,2.61570616,12.59243500,13.38341800,0.79098300,6.28141420,-0.13283608,-0.16785384,-0.03501776,26.36163307,0.15343433,0.15973523,0.00630090,4.10657771,
C3: Min (node 55) → C2: Min (node 4072) in NEF (0.99993118),0.15976084,0.12496549,-0.03479535,-21.77964888,293.73864000,257.69670000,-36.04194000,-12.27007111,9.42221580,7.97090910,-1.45130670,-15.40302972,177.56470000,152.57509000,-24.98961000,-14.07352362,136.66473000,94.67463300,-41.99009700,-30.72489661,-0.11961575,-0.10266408,0.01695167,-14.17177086,-0.28945317,-0.25409185,0.03536132,-12.21659448,0.16983741,0.15142777,-0.01840964,-10.83956709,-0.15517293,-0.12920762,0.02596531,-16.73314411,-0.47333483,-0.41252420,0.06081063,-12.84727557,-7.18080840,-5.90315560,1.27765280,-17.79260396,0.31816190,0.28331658,-0.03484532,-10.95207189,8.40819840,7.36618440,-1.04201400,-12.39283317,1.22739010,1.46302880,0.23563870,19.19835430,1.85581130,1.69865310,-0.15715820,-8.46843642,10.66475400,10.00885700,-0.65589700,-6.15013717,9.64976990,8.45313930,-1.19663060,-12.40061279,0.37080746,0.33578010,-0.03502736,-9.44623930,1.89905960,1.72561920,-0.17344040,-9.13296244,0.33592869,0.30393643,-0.03199226,-9.52352715,2006.56230000,1804.50190000,-202.06040000,-10.06997889,3520.81610000,3105.01890000,-415.79720000,-11.80968242,0.15517293,0.12920762,-0.02596531,-16.73314411,1.18395390,1.09078020,-0.09317370,-7.86970675,28.79723100,26.92834600,-1.86888500,-6.48980800,0.24949270,0.22973570,-0.01975700,-7.91886897,0.35088400,0.32139813,-0.02948587,-8.40330993,
C4: Min (node 2157) → C1: Min (node 4340) in NEF (0.99992804),0.08130173,0.03579189,-0.04550984,-55.97647292,189.02378000,240.24697000,51.22319000,27.09880736,6.91773730,8.49597370,1.57823640,22.81434422,118.16458000,147.32565000,29.16107000,24.67835116,278.73313000,365.16446000,86.43133000,31.00863180,-0.08839898,-0.06425518,0.02414380,-27.31230712,-0.21310185,-0.24972457,-0.03662272,17.18554766,0.12470287,0.18546939,0.06076652,48.72904689,-0.09897494,-0.04759639,0.05137855,-51.91066704,-0.34470102,-0.40916138,-0.06446036,18.70036822,-5.16301990,-6.69909300,-1.53607310,29.75144644,0.24572608,0.36156499,0.11583891,47.14147965,7.94283050,10.75072500,2.80789450,35.35130833,2.77981060,4.05163180,1.27182120,45.75208110,1.55388810,1.83166410,0.27777600,17.87619070,12.45866800,14.10127300,1.64260500,13.18443513,7.17221670,8.63455720,1.46234050,20.38896148,0.29813842,0.34947004,0.05133162,17.21737842,1.54854990,1.80377390,0.25522400,16.48148374,0.27253165,0.31124267,0.03871102,14.20422912,1590.47030000,1879.59940000,289.12910000,18.17884308,2658.27250000,3189.89320000,531.62070000,19.99872850,0.09897494,0.04759639,-0.05137855,-51.91066704,1.00882490,1.20917880,0.20035390,19.86012637,30.01327600,34.47488800,4.46161200,14.86546154,0.24821102,0.28449124,0.03628022,14.61668382,0.30034986,0.35269256,0.05234270,17.42724302,
C4: Min (node 3373) → C1: Min (node 3390) in NEF (0.99990678),-0.15237572,-0.05156468,0.10081104,-66.15951675,448.07641000,405.80672000,-42.26969000,-9.43358969,10.89815000,9.33925710,-1.55889290,-14.30419750,182.25222000,160.97803000,-21.27419000,-11.67293874,751.74016000,648.17111000,-103.56905000,-13.77724053,0.11357579,0.06682156,-0.04675423,-41.16566920,-0.12153253,-0.09869774,0.02283479,-18.78903369,0.23510832,0.16551930,-0.06958902,-29.59870582,0.13806440,0.04472383,-0.09334057,-67.60654666,-0.25437446,-0.21243571,0.04193875,-16.48701289,-9.75045160,-8.47753960,1.27291200,-13.05490302,0.39243886,0.25715954,-0.13527932,-34.47143843,7.38249870,3.86300010,-3.51949860,-47.67354175,-2.36795300,-4.61453950,-2.24658650,94.87462378,1.47651150,1.13377870,-0.34273280,-23.21233529,7.58710760,4.73758320,-2.84952440,-37.55745338,4.48997970,3.66183990,-0.82813980,-18.44417693,0.18664180,0.14820717,-0.03843463,-20.59272360,1.43913600,1.14936770,-0.28976830,-20.13487954,0.22068930,0.18036901,-0.04032029,-18.27016081,1485.70620000,1249.41800000,-236.28820000,-15.90410002,2388.88960000,2013.57330000,-375.31630000,-15.71091021,-0.13806440,-0.04472383,0.09334057,-67.60654666,1.03513290,0.77304072,-0.26209218,-25.31966475,19.68502500,13.01611700,-6.66890800,-33.87807737,-0.29455566,-0.33481672,-0.04026106,13.66840481,0.19699265,0.13316034,-0.06383231,-32.40339678,
C4: Min (node 4251) → C1: Min (node 2133) in NEF (0.99984894),-0.11241948,-0.07560668,0.03681280,-32.74592535,286.99992000,272.34629000,-14.65363000,-5.10579585,10.75444300,9.17122600,-1.58321700,-14.72151556,158.57635000,143.97505000,-14.60130000,-9.20774126,268.70266000,201.97416000,-66.72850000,-24.83358371,0.08147016,0.06960913,-0.01186103,-14.55873660,-0.14480429,-0.11430422,0.03050007,-21.06296022,0.22627445,0.18391336,-0.04236109,-18.72111058,0.09714397,0.06797951,-0.02916447,-30.02189987,-0.28342358,-0.23049571,0.05292787,-18.67447656,-9.79315600,-8.43396720,1.35918880,-13.87896609,0.38056755,0.29847522,-0.08209233,-21.57102727,7.64262740,5.44948830,-2.19313910,-28.69614054,-2.15052860,-2.98447890,-0.83395030,38.77885186,1.52576590,1.28221570,-0.24355020,-15.96248809,8.57191700,6.39589370,-2.17602330,-25.38549195,5.20113310,4.11023040,-1.09090270,-20.97432769,0.21620340,0.16635507,-0.04984833,-23.05621928,1.49633690,1.27658840,-0.21974850,-14.68576361,0.23555773,0.20110150,-0.03445623,-14.62750978,1585.28240000,1368.56400000,-216.71840000,-13.67064947,2572.40770000,2188.74880000,-383.65890000,-14.91438935,-0.09714397,-0.06797951,0.02916447,-30.02189987,1.05465040,0.88001269,-0.17463771,-16.55882461,21.38821800,16.67273100,-4.71548700,-22.04712426,-0.24154453,-0.25880150,-0.01725697,7.14442592,0.21403689,0.17056903,-0.04346786,-20.30858325,
C4: Min (node 793) → C1: Min (node 2804) in NEF (0.99995151),0.11864520,0.05345248,-0.06519272,-54.94762283,177.43961000,231.06063000,53.62102000,30.21930673,6.76042710,8.25736540,1.49693830,22.14265871,111.62235000,141.78065000,30.15830000,27.01815541,285.74731000,345.13214000,59.38483000,20.78228838,-0.10664696,-0.07217551,0.03447145,-32.32295792,-0.21292049,-0.24776817,-0.03484768,16.36652255,0.10627353,0.17559266,0.06931913,65.22708900,-0.13623343,-0.06510695,0.07112648,-52.20927272,-0.34468997,-0.40592387,-0.06123390,17.76492075,-5.16097140,-6.63538200,-1.47441060,28.56847066,0.20845654,0.34081692,0.13236038,63.49543171,6.89964230,10.18276900,3.28312670,47.58401316,1.73867090,3.54738660,1.80871570,104.02864050,1.50868270,1.79026840,0.28158570,18.66434208,11.89512400,13.73952500,1.84440100,15.50552142,7.19333770,8.30094760,1.10760990,15.39771864,0.29901639,0.33596772,0.03695133,12.35762695,1.52243150,1.77211120,0.24967970,16.40006135,0.27122132,0.30728682,0.03606550,13.29744284,1570.37260000,1808.10210000,237.72950000,15.13841365,2638.91120000,3068.66920000,429.75800000,16.28542863,0.13623343,0.06510695,-0.07112648,-52.20927272,0.96624006,1.17569480,0.20945474,21.67729829,28.84119800,33.58396800,4.74277000,16.44442786,0.22304092,0.27120000,0.04815908,21.59203791,0.28862060,0.34357807,0.05495747,19.04142324,
H1: Min (node 4626) → H5: Min (node 4667) in NEF (0.99999628),0.06089467,0.06274298,0.00184832,3.03527082,1474.70960000,1472.39800000,-2.31160000,-0.15674951,56.78017400,54.65741500,-2.12275900,-3.73855670,1153.22660000,1159.25000000,6.02340000,0.52230845,1307.05770000,1321.50790000,14.45020000,1.10555181,-0.00000000,-0.00000000,0.00000000,-66.84261095,-0.16541451,-0.16495464,0.00045987,-0.27801068,0.16541451,0.16495464,-0.00045987,-0.27801068,-0.00000000,0.00000000,0.00000000,-160.51357084,-0.34082917,-0.33915394,0.00167523,-0.49151603,-11.74498700,-11.54828100,0.19670600,-1.67480815,0.34082917,0.33915394,-0.00167523,-0.49151603,11.74498700,11.54828100,-0.19670600,-1.67480815,0.00000003,0.00000001,-0.00000002,-61.59203745,0.93910533,0.93725702,-0.00184831,-0.19681605,30.52856200,30.91078900,0.38222700,1.25203080,3236.47360000,3234.93780000,-1.53580000,-0.04745288,1.00000000,1.00000000,0.00000000,0.00000000,0.58304422,0.58300069,-0.00004353,-0.00746599,1.00000000,1.00000000,0.00000000,0.00000000,3831.92110000,3843.38180000,11.46070000,0.29908497,3831.92110000,3843.38180000,11.46070000,0.29908497,0.00000000,-0.00000000,-0.00000000,-160.51357084,0.93910533,0.93725702,-0.00184831,-0.19681605,48.24948800,48.00074700,-0.24874100,-0.51553086,0.06089467,0.06274298,0.00184832,3.03527082,1.00000000,1.00000000,0.00000000,0.00000000,
H2: Min (node 2920) → H6: Min (node 1028) in NEF (0.99981924),-0.01115365,0.05148321,0.06263686,-561.58168298,1650.40250000,1718.48890000,68.08640000,4.12544213,73.03808700,72.61814900,-0.41993800,-0.57495756,1083.44050000,1146.96570000,63.52520000,5.86328460,2543.16910000,2535.51140000,-7.65770000,-0.30110857,-0.00000000,0.00000000,0.00000000,-118.24338264,-0.16631109,-0.16508359,0.00122750,-0.73807465,0.16631109,0.16508359,-0.00122750,-0.73807465,-0.00000000,0.00000000,0.00000000,-237.54902387,-0.34330902,-0.33894044,0.00436858,-1.27249205,-10.75951200,-10.93194000,-0.17242800,1.60256339,0.34330902,0.33894044,-0.00436858,-1.27249205,10.75951200,10.93194000,0.17242800,1.60256339,-0.00000001,-0.00000000,0.00000001,-84.25813295,1.01115370,0.94851679,-0.06263691,-6.19459831,28.43100100,26.96586300,-1.46513800,-5.15331134,3144.10200000,3215.66700000,71.56500000,2.27616661,1.00000000,1.00000000,0.00000000,0.00000000,0.61176648,0.58810256,-0.02366392,-3.86812955,1.00000000,1.00000000,0.00000000,0.00000000,3639.44480000,3804.91540000,165.47060000,4.54658908,3639.44480000,3804.91540000,165.47060000,4.54658908,0.00000000,-0.00000000,-0.00000000,-237.54902387,1.01115370,0.94851679,-0.06263691,-6.19459831,52.36774000,47.82446300,-4.54327700,-8.67571715,-0.01115365,0.05148321,0.06263686,-561.58167402,1.00000000,1.00000000,0.00000000,0.00000000,
H3: Min (node 4280) → H4: Min (node 1877) in NEF (0.99989544),0.11951322,0.05448589,-0.06502733,-54.41015563,1551.10970000,1477.07480000,-74.03490000,-4.77302798,69.41648900,66.39902400,-3.01746500,-4.34689948,1197.61750000,1131.62600000,-65.99150000,-5.51023177,1280.00070000,1298.11290000,18.11220000,1.41501485,-0.00000000,0.00000000,0.00000000,-211.18829927,-0.16266218,-0.16520926,-0.00254708,1.56587106,0.16266218,0.16520926,0.00254708,1.56587106,0.00000000,0.00000000,-0.00000000,-75.20611229,-0.32689535,-0.33542159,-0.00852624,2.60824756,-10.84653900,-10.72877900,0.11776000,-1.08569194,0.32689535,0.33542159,0.00852624,2.60824756,10.84653900,10.72877900,-0.11776000,-1.08569194,-0.00000000,0.00000002,0.00000003,-624.67788808,0.88048678,0.94551411,0.06502733,7.38538403,27.89877900,29.55499300,1.65621400,5.93651070,3291.37310000,3210.06340000,-81.30970000,-2.47038842,1.00000000,1.00000000,0.00000000,0.00000000,0.56424697,0.59058192,0.02633495,4.66727362,1.00000000,1.00000000,0.00000000,0.00000000,3984.98790000,3815.79520000,-169.19270000,-4.24575191,3984.98790000,3815.79520000,-169.19270000,-4.24575191,-0.00000000,-0.00000000,0.00000000,-75.20611229,0.88048678,0.94551411,0.06502733,7.38538403,43.52506700,47.80125100,4.27618400,9.82464657,0.11951322,0.05448589,-0.06502733,-54.41015563,1.00000000,1.00000000,0.00000000,0.00000000,
H4: Min (node 4280) → H4: Min (node 1877) in NEF (0.99989544),0.11951322,0.05448589,-0.06502733,-54.41015563,1551.10970000,1477.07480000,-74.03490000,-4.77302798,69.41648900,66.39902400,-3.01746500,-4.34689948,1197.61750000,1131.62600000,-65.99150000,-5.51023177,1280.00070000,1298.11290000,18.11220000,1.41501485,-0.00000000,0.00000000,0.00000000,-211.18829927,-0.16266218,-0.16520926,-0.00254708,1.56587106,0.16266218,0.16520926,0.00254708,1.56587106,0.00000000,0.00000000,-0.00000000,-75.20611229,-0.32689535,-0.33542159,-0.00852624,2.60824756,-10.84653900,-10.72877900,0.11776000,-1.08569194,0.32689535,0.33542159,0.00852624,2.60824756,10.84653900,10.72877900,-0.11776000,-1.08569194,-0.00000000,0.00000002,0.00000003,-624.67788808,0.88048678,0.94551411,0.06502733,7.38538403,27.89877900,29.55499300,1.65621400,5.93651070,3291.37310000,3210.06340000,-81.30970000,-2.47038842,1.00000000,1.00000000,0.00000000,0.00000000,0.56424697,0.59058192,0.02633495,4.66727362,1.00000000,1.00000000,0.00000000,0.00000000,3984.98790000,3815.79520000,-169.19270000,-4.24575191,3984.98790000,3815.79520000,-169.19270000,-4.24575191,-0.00000000,-0.00000000,0.00000000,-75.20611229,0.88048678,0.94551411,0.06502733,7.38538403,43.52506700,47.80125100,4.27618400,9.82464657,0.11951322,0.05448589,-0.06502733,-54.41015563,1.00000000,1.00000000,0.00000000,0.00000000,
H5: Min (node 4626) → H5: Min (node 4667) in NEF (0.99999628),0.06089467,0.06274298,0.00184832,3.03527082,1474.70960000,1472.39800000,-2.31160000,-0.15674951,56.78017400,54.65741500,-2.12275900,-3.73855670,1153.22660000,1159.25000000,6.02340000,0.52230845,1307.05770000,1321.50790000,14.45020000,1.10555181,-0.00000000,-0.00000000,0.00000000,-66.84261095,-0.16541451,-0.16495464,0.00045987,-0.27801068,0.16541451,0.16495464,-0.00045987,-0.27801068,-0.00000000,0.00000000,0.00000000,-160.51357084,-0.34082917,-0.33915394,0.00167523,-0.49151603,-11.74498700,-11.54828100,0.19670600,-1.67480815,0.34082917,0.33915394,-0.00167523,-0.49151603,11.74498700,11.54828100,-0.19670600,-1.67480815,0.00000003,0.00000001,-0.00000002,-61.59203745,0.93910533,0.93725702,-0.00184831,-0.19681605,30.52856200,30.91078900,0.38222700,1.25203080,3236.47360000,3234.93780000,-1.53580000,-0.04745288,1.00000000,1.00000000,0.00000000,0.00000000,0.58304422,0.58300069,-0.00004353,-0.00746599,1.00000000,1.00000000,0.00000000,0.00000000,3831.92110000,3843.38180000,11.46070000,0.29908497,3831.92110000,3843.38180000,11.46070000,0.29908497,0.00000000,-0.00000000,-0.00000000,-160.51357084,0.93910533,0.93725702,-0.00184831,-0.19681605,48.24948800,48.00074700,-0.24874100,-0.51553086,0.06089467,0.06274298,0.00184832,3.03527082,1.00000000,1.00000000,0.00000000,0.00000000,
H6: Min (node 2920) → H6: Min (node 1028) in NEF (0.99981924),-0.01115365,0.05148321,0.06263686,-561.58168298,1650.40250000,1718.48890000,68.08640000,4.12544213,73.03808700,72.61814900,-0.41993800,-0.57495756,1083.44050000,1146.96570000,63.52520000,5.86328460,2543.16910000,2535.51140000,-7.65770000,-0.30110857,-0.00000000,0.00000000,0.00000000,-118.24338264,-0.16631109,-0.16508359,0.00122750,-0.73807465,0.16631109,0.16508359,-0.00122750,-0.73807465,-0.00000000,0.00000000,0.00000000,-237.54902387,-0.34330902,-0.33894044,0.00436858,-1.27249205,-10.75951200,-10.93194000,-0.17242800,1.60256339,0.34330902,0.33894044,-0.00436858,-1.27249205,10.75951200,10.93194000,0.17242800,1.60256339,-0.00000001,-0.00000000,0.00000001,-84.25813295,1.01115370,0.94851679,-0.06263691,-6.19459831,28.43100100,26.96586300,-1.46513800,-5.15331134,3144.10200000,3215.66700000,71.56500000,2.27616661,1.00000000,1.00000000,0.00000000,0.00000000,0.61176648,0.58810256,-0.02366392,-3.86812955,1.00000000,1.00000000,0.00000000,0.00000000,3639.44480000,3804.91540000,165.47060000,4.54658908,3639.44480000,3804.91540000,165.47060000,4.54658908,0.00000000,-0.00000000,-0.00000000,-237.54902387,1.01115370,0.94851679,-0.06263691,-6.19459831,52.36774000,47.82446300,-4.54327700,-8.67571715,-0.01115365,0.05148321,0.06263686,-561.58167402,1.00000000,1.00000000,0.00000000,0.00000000,
Total,0.23612675,0.23365561,-0.00247115,-1.04653369,13864.74442000,13880.47226000,15.72784000,0.11343765,534.03176200,520.19299680,-13.83876520,-2.59137493,9232.08110000,9233.68116000,1.60006000,0.01733152,14689.45356200,14630.09288200,-59.36068000,-0.40410407,0.00000001,-0.00000001,-0.00000002,-159.06543281,-3.89261373,-3.89417744,-0.00156371,0.04017131,3.89261374,3.89417744,0.00156370,0.04017095,-0.00000001,0.00000001,0.00000002,-164.25795920,-7.10996936,-7.11883904,-0.00886968,0.12474990,-180.12859420,-179.92391100,0.20468320,-0.11363171,7.10996936,7.11883904,0.00886968,0.12474990,180.12859420,179.92391240,-0.20468180,-0.11363093,-0.00000015,0.00000027,0.00000042,-285.08214231,29.76387342,29.76634444,0.00247102,0.00830208,316.35261860,316.37175400,0.01913540,0.00604876,19444.05806820,19421.10080720,-22.95726100,-0.11806826,10.00000000,9.99999998,-0.00000002,-0.00000020,27.54949934,27.55774794,0.00824860,0.02994102,10.00000000,10.00000000,0.00000000,0.00000000,48132.05980000,48219.10440000,87.04460000,0.18084537,65060.15000000,65075.15740000,15.00740000,0.02306696,0.00000001,-0.00000001,-0.00000002,-164.25795920,21.76387328,21.76634428,0.00247100,0.01135368,652.28105800,650.31835000,-1.96270800,-0.30089913,0.23612677,0.23365565,-0.00247112,-1.04652345,10.00000000,9.99999998,-0.00000002,-0.00000020,
Max basin decomposition according to INS: Kinetic Energy Density SCF
C1: Max (node 6092) → C1: Max (node 6172) in NEF (0.99990879),-0.09233324,0.03453046,0.12686369,-137.39764479,439.40045000,387.71171000,-51.68874000,-11.76346997,13.63431300,11.20198500,-2.43232800,-17.83975474,250.78384000,180.43978000,-70.34406000,-28.04967816,742.11942000,586.34047000,-155.77895000,-20.99108928,0.07208444,-0.04057632,-0.11266076,-156.28997803,-0.26226173,-0.23453498,0.02772675,-10.57216773,0.33434617,0.19395867,-0.14038750,-41.98866702,0.06622189,-0.04647173,-0.11269362,-170.17577858,-0.48082830,-0.41057458,0.07025372,-14.61097860,-12.39124600,-9.58562550,2.80562050,-22.64195626,0.54705019,0.36410286,-0.18294733,-33.44251283,11.82647700,9.38117110,-2.44530590,-20.67653706,-0.56476888,-0.20445446,0.36031442,-63.79856128,2.50825090,1.85456330,-0.65368760,-26.06149170,17.57182000,11.40171200,-6.17010800,-35.11365357,9.35176140,8.22860140,-1.12316000,-12.01014389,0.38873886,0.33303962,-0.05569924,-14.32818937,2.49060090,1.84909710,-0.64150380,-25.75698901,0.40265295,0.31484896,-0.08780399,-21.80636948,2514.17170000,2005.77770000,-508.39400000,-20.22113287,4141.25720000,3360.33510000,-780.92210000,-18.85712629,-0.06622189,0.04647173,0.11269362,-170.17577858,1.70294500,1.22486540,-0.47807960,-28.07369586,39.67142100,30.57130900,-9.10011200,-22.93870946,-0.12624388,0.02198053,0.14822441,-117.41116243,0.39700117,0.31275731,-0.08424386,-21.22005333,
