Region,I: Area Bader charge,,,,I: Average curvature,,,,I: Average curvature-scaled torsion,,,,I: Average net plane curvature,,,,I: Average torsion,,,,I: Deformation (kinetic) energy,,,,I: Deformation (kinetic) negative energy,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation charge,,,,I: Deformation negative charge,,,,I: Deformation negative volume,,,,I: Deformation positive charge,,,,I: Deformation positive volume,,,,I: Deformation volume,,,,I: Electron Density SCF,,,,I: Electron Localization Function SCF,,,,I: Gradient bundle partition function contribution (from IN Te),,,,I: Gradient bundle probability (from IN Te),,,,I: Kinetic Energy Density SCF,,,,I: Solid angle (alpha),,,,I: Te per electron,,,,I: Te per valence electron,,,,I: Valence Bader charge,,,,I: Valence density,,,,I: Volume,,,,I: Volume Bader charge,,,,I: Volume fraction,,,
Atomic basin decomposition,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆,NEF,EEF Y,∆,%∆
Total,0.23365562,0.23618234,0.00252672,1.08138671,13880.47220000,13837.75720000,-42.71500000,-0.30773449,520.19299600,528.09189200,7.89889600,1.51845489,9233.68116000,9222.00914000,-11.67202000,-0.12640701,14630.09294000,14743.83134000,113.73840000,0.77742773,-0.00000000,-0.00000000,0.00000000,-81.35681510,-3.89417742,-3.89617899,-0.00200157,0.05139904,3.89417742,3.89617899,0.00200157,0.05139904,0.00000000,-0.00000000,-0.00000001,-241.74452177,-7.11883914,-7.11592144,0.00291770,-0.04098561,-179.92391200,-180.44514500,-0.52123300,0.28969635,7.11883914,7.11592144,-0.00291770,-0.04098561,179.92391200,180.44514500,0.52123300,0.28969635,0.00000011,-0.00000003,-0.00000014,-125.26623250,29.76634444,29.76381764,-0.00252680,-0.00848878,316.37175400,316.76423400,0.39248000,0.12405659,19421.10080600,19440.90167200,19.80086600,0.10195543,10.00000000,10.00000000,0.00000000,0.00000000,27.55774774,27.55430375,-0.00344399,-0.01249736,10.00000000,10.00000000,0.00000000,0.00000000,48219.10460000,48164.74790000,-54.35670000,-0.11272856,65075.15680000,65165.20270000,90.04590000,0.13837216,-0.00000000,0.00000000,0.00000001,-241.74452177,21.76634444,21.76381764,-0.00252680,-0.01160875,650.31835200,651.85080200,1.53245000,0.23564613,0.23365562,0.23618234,0.00252672,1.08138594,10.00000000,10.00000000,0.00000000,0.00000000,
Bond bundle decomposition according to INS: Volume
C1 — C2 bond bundle,0.00589815,0.02361934,0.01772120,300.45371885,819.10429000,823.62300000,4.51871000,0.55166479,25.46735300,26.10921400,0.64186100,2.52032867,450.33528000,452.89036000,2.55508000,0.56737282,872.16446000,800.07186000,-72.09260000,-8.26594104,0.02946373,0.03020208,0.00073835,2.50597661,-0.62933698,-0.63222898,-0.00289200,0.45953124,0.65880071,0.66243105,0.00363034,0.55105284,-0.02757995,-0.02908444,-0.00150449,5.45501961,-1.10588217,-1.10744325,-0.00156108,0.14116151,-23.41991000,-23.41312300,0.00678700,-0.02897962,1.07830222,1.07835881,0.00005659,0.00524806,22.91117400,22.45093500,-0.46023900,-2.00879710,-0.50873580,-0.96218792,-0.45345212,89.13312568,5.04646070,4.98494410,-0.06151660,-1.21900484,31.85152000,30.49310300,-1.35841700,-4.26484199,20.96810200,21.81200310,0.84390110,4.02468998,0.84040158,0.86177830,0.02137672,2.54363158,5.08915150,5.04464420,-0.04450730,-0.87455247,0.84205982,0.83476057,-0.00729925,-0.86683272,5147.03080000,5217.56830000,70.53750000,1.37045032,8681.75070000,8909.44480000,227.69410000,2.62267494,0.02757995,0.02908444,0.00150449,5.45501961,3.36234110,3.31542290,-0.04691820,-1.39540274,75.82699800,73.29871900,-2.52827900,-3.33427284,-0.01460610,-0.03280251,-0.01819641,124.58095579,0.83864245,0.82535692,-0.01328553,-1.58417094,
      ↳ C1 bond wedge,-0.01518682,-0.01721052,-0.00202370,13.32538916,438.65067000,433.65574000,-4.99493000,-1.13870338,13.42195000,13.29317300,-0.12877700,-0.95945075,253.74405000,257.86582000,4.12177000,1.62438095,640.96318000,581.97556000,-58.98762000,-9.20296545,0.03028129,0.04699369,0.01671240,55.19052888,-0.29624783,-0.27997552,0.01627231,-5.49280310,0.32652912,0.32696921,0.00044009,0.13477818,-0.00052361,0.02278762,0.02331123,-4452.02481788,-0.53151121,-0.50194266,0.02956855,-5.56310938,-12.64149100,-12.06673400,0.57475700,-4.54659185,0.53098760,0.52473028,-0.00625732,-1.17843053,11.08447200,10.25977900,-0.82469300,-7.44007473,-1.55701880,-1.80695430,-0.24993550,16.05218254,2.50055630,2.27563860,-0.22491770,-8.99470650,16.78539600,13.89191800,-2.89347800,-17.23806814,9.98216200,9.99653210,0.01437010,0.14395779,0.40401221,0.38070610,-0.02330611,-5.76866476,2.51641340,2.30297170,-0.21344170,-8.48198074,0.41422825,0.37640468,-0.03782357,-9.13109379,2515.62930000,2413.71820000,-101.91110000,-4.05111755,4212.80880000,4148.64340000,-64.16540000,-1.52310259,0.00052361,-0.02278762,-0.02331123,-4452.02481788,1.67209980,1.52282920,-0.14927060,-8.92713461,38.93284200,33.40036000,-5.53248200,-14.21032146,-0.11076055,-0.13312042,-0.02235987,20.18757581,0.39829930,0.35708636,-0.04121294,-10.34722883,
      ↳ C2 bond wedge,0.02108497,0.04082987,0.01974490,93.64445294,380.45362000,389.96726000,9.51364000,2.50060441,12.04540300,12.81604100,0.77063800,6.39777681,196.59123000,195.02454000,-1.56669000,-0.79692772,231.20128000,218.09630000,-13.10498000,-5.66821256,-0.00081756,-0.01679161,-0.01597405,1953.86372616,-0.33308915,-0.35225346,-0.01916431,5.75350773,0.33227159,0.33546184,0.00319025,0.96013325,-0.02705634,-0.05187206,-0.02481572,91.71869761,-0.57437096,-0.60550059,-0.03112963,5.41977784,-10.77841900,-11.34638900,-0.56797000,5.26951123,0.54731462,0.55362853,0.00631391,1.15361618,11.82670200,12.19115600,0.36445400,3.08161988,1.04828300,0.84476638,-0.20351662,-19.41428221,2.54590440,2.70930550,0.16340110,6.41819465,15.06612400,16.60118500,1.53506100,10.18882494,10.98594000,11.81547100,0.82953100,7.55084226,0.43638937,0.48107220,0.04468283,10.23921137,2.57273810,2.74167250,0.16893440,6.56632714,0.42783157,0.45835589,0.03052432,7.13465816,2631.40150000,2803.85010000,172.44860000,6.55348870,4468.94190000,4760.80140000,291.85950000,6.53084123,0.02705634,0.05187206,0.02481572,91.71869761,1.69024130,1.79259370,0.10235240,6.05549042,36.89415600,39.89835900,3.00420300,8.14276115,0.09615445,0.10031791,0.00416346,4.32996687,0.44034315,0.46827056,0.02792741,6.34219245,
C1 — H5 bond bundle,0.07363355,0.15389590,0.08026235,109.00241929,1802.52874000,1890.42615000,87.89741000,4.87633889,65.67209600,66.41134700,0.73925100,1.12566987,1321.59723000,1392.63713000,71.03990000,5.37530636,1652.28240000,1643.88122000,-8.40118000,-0.50845909,-0.03186732,-0.02754095,0.00432637,-13.57618148,-0.38682888,-0.41071715,-0.02388827,6.17541017,0.35496156,0.38317620,0.02821464,7.94864661,-0.02243563,-0.00736622,0.01506941,-67.16729504,-0.72451579,-0.75599351,-0.03147772,4.34465617,-20.78441060,-21.10946240,-0.32505180,1.56392118,0.70208016,0.74862728,0.04654712,6.62988682,21.32861930,22.84188300,1.51326370,7.09499138,0.54420862,1.73242018,1.18821156,218.33751022,2.75278022,2.79477699,0.04199677,1.52561289,42.43786500,41.13840500,-1.29946000,-3.06202963,3242.68660850,3338.78338890,96.09678040,2.96349268,1.31362076,1.32840014,0.01477938,1.12508727,2.37810749,2.47047279,0.09236530,3.88398339,1.30440229,1.32477881,0.02037652,1.56213464,5798.66820000,6100.18510000,301.51690000,5.19976121,7077.18490000,7540.18810000,463.00320000,6.54219448,0.02243563,0.00736622,-0.01506941,-67.16729504,2.14397562,2.14521939,0.00124377,0.05801232,78.29958000,74.90472300,-3.39485700,-4.33572824,0.10703845,0.26502470,0.15798625,147.59767390,1.30996977,1.34330028,0.03333051,2.54437246,
      ↳ C1 bond wedge,0.01089057,0.01217839,0.00128782,11.82514080,330.13074000,331.21065000,1.07991000,0.32711586,11.01468100,12.14076300,1.12608200,10.22346448,162.34723000,161.33523000,-1.01200000,-0.62335526,330.77450000,359.43962000,28.66512000,8.66606102,-0.03186732,-0.02754095,0.00432636,-13.57618086,-0.22187424,-0.24985310,-0.02797886,12.61023362,0.19000692,0.22231215,0.03230523,17.00213340,-0.02243563,-0.00736622,0.01506941,-67.16729805,-0.38536185,-0.43023887,-0.04487702,11.64542365,-9.23612960,-9.70692940,-0.47079980,5.09737109,0.36292622,0.42287264,0.05994642,16.51752249,9.78033830,11.43935000,1.65901170,16.96272306,0.54420861,1.73242020,1.18821159,218.33752134,1.81552320,1.93649450,0.12097130,6.66316465,11.52707600,12.10409100,0.57701500,5.00573606,7.74880850,8.62308890,0.87428040,11.28277205,0.31362076,0.32840014,0.01477938,4.71250054,1.79510680,1.91901790,0.12391110,6.90271465,0.30440229,0.32477881,0.02037652,6.69394439,1955.28640000,2058.43780000,103.15140000,5.27551360,3233.80310000,3498.44080000,264.63770000,8.18348217,0.02243563,0.00736622,-0.01506941,-67.16729805,1.20671860,1.28693690,0.08021830,6.64763931,30.29883300,32.11086800,1.81203500,5.98054387,0.04429546,0.12330719,0.07901173,178.37431744,0.30996977,0.34330028,0.03333051,10.75282599,
      ↳ H5 bond wedge,0.06274298,0.14171751,0.07897453,125.86989528,1472.39800000,1559.21550000,86.81750000,5.89633374,54.65741500,54.27058400,-0.38683100,-0.70773746,1159.25000000,1231.30190000,72.05190000,6.21538926,1321.50790000,1284.44160000,-37.06630000,-2.80484892,-0.00000000,0.00000000,0.00000000,-613.38960713,-0.16495464,-0.16086405,0.00409059,-2.47982718,0.16495464,0.16086405,-0.00409059,-2.47982718,0.00000000,-0.00000000,-0.00000000,-577.57963420,-0.33915394,-0.32575464,0.01339930,-3.95080181,-11.54828100,-11.40253300,0.14574800,-1.26207528,0.33915394,0.32575464,-0.01339930,-3.95080181,11.54828100,11.40253300,-0.14574800,-1.26207528,0.00000001,-0.00000002,-0.00000003,-283.58216916,0.93725702,0.85828249,-0.07897453,-8.42613374,30.91078900,29.03431400,-1.87647500,-6.07061502,3234.93780000,3330.16030000,95.22250000,2.94356510,1.00000000,1.00000000,0.00000000,0.00000000,0.58300069,0.55145489,-0.03154580,-5.41093699,1.00000000,1.00000000,0.00000000,0.00000000,3843.38180000,4041.74730000,198.36550000,5.16122286,3843.38180000,4041.74730000,198.36550000,5.16122286,-0.00000000,0.00000000,0.00000000,-577.57963420,0.93725702,0.85828249,-0.07897453,-8.42613374,48.00074700,42.79385500,-5.20689200,-10.84752285,0.06274298,0.14171751,0.07897453,125.86989528,1.00000000,1.00000000,0.00000000,0.00000000,
C1 — H6 bond bundle,0.01785247,0.07516440,0.05731193,321.03070303,2099.16810000,2060.41270000,-38.75540000,-1.84622661,83.44534000,84.20623300,0.76089300,0.91184601,1324.93380000,1327.57894000,2.64514000,0.19964318,3124.21560000,3239.90643000,115.69083000,3.70303605,0.00158603,-0.01945274,-0.02103877,-1326.50356390,-0.35745622,-0.38600410,-0.02854788,7.98639901,0.35904226,0.36655137,0.00750911,2.09142790,0.02295924,-0.01542140,-0.03838064,-167.16858232,-0.68008406,-0.72803356,-0.04794950,7.05052549,-19.30030080,-20.08716050,-0.78685970,4.07692972,0.70304330,0.71261217,0.00956887,1.36106411,20.31311110,20.16169460,-0.15141650,-0.74541265,1.01281020,0.07453410,-0.93827610,-92.64086246,2.67036429,2.71773469,0.04737040,1.77393025,37.62766600,37.78817400,0.16050800,0.42656911,3222.64360450,3227.34855130,4.70494680,0.14599650,1.28236703,1.29089376,0.00852673,0.66492118,2.27842336,2.35916002,0.08073666,3.54353196,1.28136946,1.29881651,0.01744705,1.36159402,5639.68320000,5692.30910000,52.62590000,0.93313575,6819.18800000,7001.82430000,182.63630000,2.67827049,-0.02295924,0.01542140,0.03838064,-167.16858232,2.10762539,2.12010169,0.01247630,0.59196004,76.34049200,75.42448100,-0.91601100,-1.19990188,0.08002131,0.07994551,-0.00007581,-0.09473601,1.29173093,1.29961336,0.00788243,0.61022229,
      ↳ C1 bond wedge,-0.03363074,0.01984889,0.05347962,-159.02008683,380.67920000,367.64070000,-13.03850000,-3.42506236,10.82719100,10.97638800,0.14919700,1.37798437,177.96810000,177.57144000,-0.39666000,-0.22288264,588.70420000,625.12043000,36.41623000,6.18582813,0.00158603,-0.01945274,-0.02103877,-1326.50359217,-0.19237263,-0.22094658,-0.02857395,14.85343835,0.19395867,0.20149385,0.00753518,3.88494105,0.02295924,-0.01542140,-0.03838063,-167.16858516,-0.34114362,-0.39051584,-0.04937222,14.47256144,-8.36836080,-9.36104550,-0.99268470,11.86235541,0.36410286,0.37509445,0.01099159,3.01881452,9.38117110,9.43557960,0.05440850,0.57997556,1.01281020,0.07453411,-0.93827609,-92.64086084,1.72184750,1.77305020,0.05120270,2.97370702,10.66180300,10.32940600,-0.33239700,-3.11764342,6.97660450,7.63825130,0.66164680,9.48379401,0.28236703,0.29089376,0.00852673,3.01973286,1.69032080,1.77150130,0.08118050,4.80266823,0.28136946,0.29881651,0.01744705,6.20076180,1834.76780000,1876.55150000,41.78370000,2.27732904,3014.27260000,3186.06670000,171.79410000,5.69935513,-0.02295924,0.01542140,0.03838063,-167.16858516,1.15910860,1.17541720,0.01630860,1.40699500,28.51602900,28.02457700,-0.49145200,-1.72342369,0.02853811,0.02462999,-0.00390811,-13.69436758,0.29173093,0.29961336,0.00788243,2.70195210,
      ↳ H6 bond wedge,0.05148321,0.05531551,0.00383230,7.44378993,1718.48890000,1692.77200000,-25.71690000,-1.49648333,72.61814900,73.22984500,0.61169600,0.84234590,1146.96570000,1150.00750000,3.04180000,0.26520409,2535.51140000,2614.78600000,79.27460000,3.12657241,0.00000000,-0.00000000,-0.00000000,-219.68788370,-0.16508359,-0.16505752,0.00002607,-0.01579200,0.16508359,0.16505752,-0.00002607,-0.01579200,0.00000000,0.00000000,-0.00000000,-97.50437932,-0.33894044,-0.33751772,0.00142272,-0.41975516,-10.93194000,-10.72611500,0.20582500,-1.88278567,0.33894044,0.33751772,-0.00142272,-0.41975516,10.93194000,10.72611500,-0.20582500,-1.88278567,-0.00000000,-0.00000002,-0.00000001,991.63408940,0.94851679,0.94468449,-0.00383230,-0.40403080,26.96586300,27.45876800,0.49290500,1.82788513,3215.66700000,3219.71030000,4.04330000,0.12573752,1.00000000,1.00000000,0.00000000,0.00000000,0.58810256,0.58765872,-0.00044384,-0.07546983,1.00000000,1.00000000,0.00000000,0.00000000,3804.91540000,3815.75760000,10.84220000,0.28495246,3804.91540000,3815.75760000,10.84220000,0.28495246,-0.00000000,-0.00000000,0.00000000,-97.50437932,0.94851679,0.94468449,-0.00383230,-0.40403080,47.82446300,47.39990400,-0.42455900,-0.88774442,0.05148321,0.05531551,0.00383230,7.44379396,1.00000000,1.00000000,0.00000000,0.00000000,
C2 — C3 bond bundle,-0.07363339,-0.08376102,-0.01012763,13.75413186,776.10998000,777.02224000,0.91226000,0.11754262,18.15014020,18.17011220,0.01997200,0.11003772,486.49386000,493.68294000,7.18908000,1.47773294,547.24852000,538.63109000,-8.61743000,-1.57468311,0.03684969,0.03946353,0.00261384,7.09326184,-0.38289116,-0.38051556,0.00237560,-0.62043741,0.41974084,0.41997909,0.00023825,0.05676121,0.06591082,0.07728834,0.01137752,17.26199635,-0.67607444,-0.66693069,0.00914375,-1.35247681,-17.02700720,-16.44848890,0.57851830,-3.39765112,0.74198526,0.74421903,0.00223377,0.30105315,10.12867780,10.35919280,0.23051500,2.27586467,-6.89832940,-6.08929610,0.80903330,-11.72795982,3.39343480,3.37334790,-0.02008690,-0.59193417,13.86028840,14.00255530,0.14226690,1.02643535,13.25146860,13.20763450,-0.04383410,-0.33078673,0.52638190,0.52115994,-0.00522196,-0.99204779,3.36514300,3.33696120,-0.02818180,-0.83746218,0.55330024,0.54826448,-0.00503576,-0.91013154,3594.94840000,3588.20110000,-6.74730000,-0.18768837,5914.20760000,5891.75120000,-22.45640000,-0.37970260,-0.06591082,-0.07728834,-0.01137752,17.26199635,2.28683440,2.27681900,-0.01001540,-0.43795913,39.45993800,39.76670200,0.30676400,0.77740619,-0.56763554,-0.51903796,0.04859758,-8.56140544,0.47096654,0.47571832,0.00475178,1.00894216,
      ↳ C2 bond wedge,-0.03681669,-0.04448733,-0.00767064,20.83468225,388.05499000,375.91686000,-12.13813000,-3.12794071,9.07507010,8.24078570,-0.83428440,-9.19314552,243.24693000,243.78858000,0.54165000,0.22267496,273.62426000,229.23873000,-44.38553000,-16.22134309,0.01842484,0.02310452,0.00467967,25.39869942,-0.19144558,-0.15800193,0.03344365,-17.46901130,0.20987042,0.18110644,-0.02876398,-13.70559034,0.03295541,0.03863771,0.00568230,17.24238652,-0.33803722,-0.28024172,0.05779550,-17.09737762,-8.51350360,-7.64633170,0.86717190,-10.18584053,0.37099263,0.31887943,-0.05211320,-14.04696368,5.06433890,4.25229400,-0.81204490,-16.03456870,-3.44916470,-3.39403770,0.05512700,-1.59827102,1.69671740,1.50137840,-0.19533900,-11.51275987,6.93014420,6.18617320,-0.74397100,-10.73528888,6.62573430,5.59052670,-1.03520760,-15.62404336,0.26319095,0.22762080,-0.03557015,-13.51495939,1.68257150,1.48440780,-0.19816370,-11.77743115,0.27665012,0.24281518,-0.03383494,-12.23022784,1797.47420000,1616.36620000,-181.10800000,-10.07569399,2957.10380000,2613.25850000,-343.84530000,-11.62777242,-0.03295541,-0.03863771,-0.00568230,17.24238652,1.14341720,1.01574810,-0.12766910,-11.16557456,19.72996900,17.29470100,-2.43526800,-12.34298949,-0.28381777,-0.28349385,0.00032392,-0.11412957,0.23548327,0.20298076,-0.03250251,-13.80247098,
      ↳ C3 bond wedge,-0.03681669,-0.03927369,-0.00245699,6.67358146,388.05499000,401.10538000,13.05039000,3.36302595,9.07507010,9.92932650,0.85425640,9.41322095,243.24693000,249.89436000,6.64743000,2.73279091,273.62426000,309.39236000,35.76810000,13.07197688,0.01842484,0.01635902,-0.00206583,-11.21217573,-0.19144558,-0.22251363,-0.03106805,16.22813648,0.20987042,0.23887265,0.02900223,13.81911276,0.03295541,0.03865063,0.00569522,17.28160618,-0.33803722,-0.38668897,-0.04865175,14.39242401,-8.51350360,-8.80215720,-0.28865360,3.39053830,0.37099263,0.42533960,0.05434697,14.64906998,5.06433890,6.10689880,1.04255990,20.58629805,-3.44916470,-2.69525840,0.75390630,-21.85764861,1.69671740,1.87196950,0.17525210,10.32889154,6.93014420,7.81638210,0.88623790,12.78815959,6.62573430,7.61710780,0.99137350,14.96246990,0.26319095,0.29353914,0.03034819,11.53086381,1.68257150,1.85255340,0.16998190,10.10250679,0.27665012,0.30544930,0.02879918,10.40996476,1797.47420000,1971.83490000,174.36070000,9.70031726,2957.10380000,3278.49270000,321.38890000,10.86836722,-0.03295541,-0.03865063,-0.00569522,17.28160618,1.14341720,1.26107090,0.11765370,10.28965630,19.72996900,22.47200100,2.74203200,13.89780187,-0.28381777,-0.23554411,0.04827366,-17.00868131,0.23548327,0.27273756,0.03725429,15.82035531,
C2 — H4 bond bundle,0.05626033,0.06083261,0.00457228,8.12700472,1831.38001000,1861.54588000,30.16587000,1.64716606,76.43663900,81.65826100,5.22162200,6.83130769,1276.72734000,1308.54348000,31.81614000,2.49200742,1392.75973200,1360.52755400,-32.23217800,-2.31426694,-0.01760728,-0.00631290,0.01129438,-64.14606309,-0.38202105,-0.37586115,0.00615990,-1.61245041,0.36441377,0.36954824,0.00513447,1.40896707,-0.00589907,0.01323435,0.01913342,-324.34619427,-0.71090030,-0.70258253,0.00831777,-1.17003327,-17.94382980,-18.47198260,-0.52815280,2.94336720,0.70500123,0.71581687,0.01081564,1.53413066,20.34471160,21.02125400,0.67654240,3.32539686,2.40088172,2.54927130,0.14838958,6.18062833,2.71684951,2.73214100,0.01529149,0.56283905,39.33868220,38.98414700,-0.35453520,-0.90123812,3217.62635400,3254.43130450,36.80495050,1.14385409,1.30041969,1.29130700,-0.00911269,-0.70074992,2.35062002,2.37110605,0.02048603,0.87151602,1.29551831,1.29882893,0.00331062,0.25554405,5726.69580000,5775.87710000,49.18130000,0.85880762,7002.35130000,7002.88140000,0.53010000,0.00757031,0.00589907,-0.01323435,-0.01913342,-324.34619427,2.12581291,2.13448310,0.00867019,0.40785292,74.96213800,74.06352000,-0.89861800,-1.19876250,0.22819192,0.24035108,0.01215916,5.32847918,1.32417358,1.32874867,0.00457509,0.34550531,
      ↳ C2 bond wedge,0.00177444,-0.02043339,-0.02220783,-1251.54065851,354.30521000,342.65408000,-11.65113000,-3.28844445,10.03761500,10.44902000,0.41140500,4.09863299,145.10134000,144.34628000,-0.75506000,-0.52036735,94.64683200,66.53265400,-28.11417800,-29.70429903,-0.01760728,-0.00631290,0.01129438,-64.14606274,-0.21681179,-0.21156879,0.00524300,-2.41822643,0.19920451,0.20525588,0.00605137,3.03776757,-0.00589907,0.01323435,0.01913342,-324.34619432,-0.37547871,-0.36946265,0.00601606,-1.60223731,-7.21505080,-7.54371060,-0.32865980,4.55519731,0.36957964,0.38269699,0.01311735,3.54926208,9.61593260,10.09298200,0.47704940,4.96103103,2.40088170,2.54927130,0.14838960,6.18062939,1.77133540,1.81340700,0.04207160,2.37513460,9.78368920,10.31150200,0.52781280,5.39482387,7.56295400,7.15470450,-0.40824950,-5.39801644,0.30041969,0.29130700,-0.00911269,-3.03331982,1.76003810,1.79209070,0.03205260,1.82113103,0.29551831,0.29882893,0.00331062,1.12027576,1910.90060000,1890.52370000,-20.37690000,-1.06635060,3186.55610000,3117.52800000,-69.02810000,-2.16622893,0.00589907,-0.01323435,-0.01913342,-324.34619432,1.18029880,1.21574910,0.03545030,3.00350216,27.16088700,28.01058500,0.84969800,3.12838826,0.17370603,0.15908508,-0.01462095,-8.41706531,0.32417358,0.32874867,0.00457509,1.41130872,
      ↳ H4 bond wedge,0.05448589,0.08126600,0.02678011,49.15053881,1477.07480000,1518.89180000,41.81700000,2.83106854,66.39902400,71.20924100,4.81021700,7.24440919,1131.62600000,1164.19720000,32.57120000,2.87826543,1298.11290000,1293.99490000,-4.11800000,-0.31722973,0.00000000,0.00000000,-0.00000000,-2.54696967,-0.16520926,-0.16429236,0.00091690,-0.55499310,0.16520926,0.16429236,-0.00091690,-0.55499310,0.00000000,-0.00000000,-0.00000000,-325.95476865,-0.33542159,-0.33311988,0.00230171,-0.68621403,-10.72877900,-10.92827200,-0.19949300,1.85941942,0.33542159,0.33311988,-0.00230171,-0.68621403,10.72877900,10.92827200,0.19949300,1.85941942,0.00000002,0.00000000,-0.00000002,-98.87709961,0.94551411,0.91873400,-0.02678011,-2.83233319,29.55499300,28.67264500,-0.88234800,-2.98544479,3210.06340000,3247.27660000,37.21320000,1.15926682,1.00000000,1.00000000,0.00000000,0.00000000,0.59058192,0.57901535,-0.01156657,-1.95850391,1.00000000,1.00000000,0.00000000,0.00000000,3815.79520000,3885.35340000,69.55820000,1.82290182,3815.79520000,3885.35340000,69.55820000,1.82290182,-0.00000000,0.00000000,0.00000000,-325.95476865,0.94551411,0.91873400,-0.02678011,-2.83233319,47.80125100,46.05293500,-1.74831600,-3.65746913,0.05448589,0.08126600,0.02678011,49.15053881,1.00000000,1.00000000,0.00000000,0.00000000,
C3 — C4 bond bundle,0.00589815,0.02767280,0.02177465,369.17788403,819.10429000,846.15912000,27.05483000,3.30297745,25.46735300,26.59998700,1.13263400,4.44739585,450.33528000,456.43185000,6.09657000,1.35378467,872.16446000,944.30099000,72.13653000,8.27097793,0.02946373,0.00289287,-0.02657086,-90.18159479,-0.62933698,-0.65297021,-0.02363323,3.75525843,0.65880071,0.65586307,-0.00293764,-0.44590723,-0.02757995,-0.07364376,-0.04606381,167.01923628,-1.10588217,-1.14641305,-0.04053088,3.66502699,-23.41991000,-24.37319000,-0.95328000,4.07038285,1.07830222,1.07276929,-0.00553293,-0.51311496,22.91117400,23.42471600,0.51354200,2.24144778,-0.50873580,-0.94847370,-0.43973790,86.43738066,5.04646070,5.25491200,0.20845130,4.13064348,31.85152000,34.14954200,2.29802200,7.21479540,20.96810200,22.36557300,1.39747100,6.66474724,0.84040158,0.90844797,0.06804639,8.09688982,5.08915150,5.29600190,0.20685040,4.06453610,0.84205982,0.88043080,0.03837098,4.55679978,5147.03080000,5411.05150000,264.02070000,5.12957296,8681.75070000,9137.57610000,455.82540000,5.25038573,0.02757995,0.07364376,0.04606381,167.01923628,3.36234110,3.49405040,0.13170930,3.91719032,75.82699800,81.38181300,5.55481500,7.32564277,-0.01460610,-0.01314134,0.00146476,-10.02839499,0.83864245,0.87362845,0.03498600,4.17174208,
      ↳ C3 bond wedge,0.02108497,0.00177064,-0.01931433,-91.60236011,380.45362000,374.53176000,-5.92186000,-1.55652613,12.04540300,11.37614500,-0.66925800,-5.55612793,196.59123000,196.02193000,-0.56930000,-0.28958565,231.20128000,229.89734000,-1.30394000,-0.56398477,-0.00081756,0.01677041,0.01758797,-2151.27052859,-0.33308915,-0.31181331,0.02127584,-6.38743111,0.33227159,0.32858372,-0.00368787,-1.10989627,-0.02705634,-0.00257863,0.02447771,-90.46941907,-0.57437096,-0.53883958,0.03553138,-6.18613796,-10.77841900,-10.10024200,0.67817700,-6.29198958,0.54731462,0.53626096,-0.01105366,-2.01961716,11.82670200,11.12163400,-0.70506800,-5.96166201,1.04828300,1.02139190,-0.02689110,-2.56525194,2.54590440,2.37490470,-0.17099970,-6.71665833,15.06612400,13.22614600,-1.83997800,-12.21268324,10.98594000,10.66118200,-0.32475800,-2.95612392,0.43638937,0.41084807,-0.02554130,-5.85286942,2.57273810,2.39798280,-0.17475530,-6.79258025,0.42783157,0.39611255,-0.03171902,-7.41390356,2631.40150000,2475.96190000,-155.43960000,-5.90710312,4468.94190000,4255.35350000,-213.58840000,-4.77939532,0.02705634,0.00257863,-0.02447771,-90.46941907,1.69024130,1.58267960,-0.10756170,-6.36368902,36.89415600,33.65878000,-3.23537600,-8.76934548,0.09615445,0.07614905,-0.02000541,-20.80549280,0.44034315,0.40850896,-0.03183419,-7.22940507,
