Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆
C4: Min (node 3548) → C1: Min (node 3390) in NEF (0.99999026),1.27934860,1.13377870,-0.14556990,-11.37843900,16.14041800,13.01611700,-3.12430100,-19.35700178,1.25425380,1.14936770,-0.10488610,-8.36243032,6.05234150,4.73758320,-1.31475830,-21.72313476,0.89810428,0.77304072,-0.12506356,-13.92528271,-0.13561568,-0.05156468,0.08405100,-61.97734657,0.12831465,0.04472383,-0.08359082,-65.14519036,-2.54028200,-4.61453950,-2.07425750,81.65461551,0.11037954,0.06682156,-0.04355798,-39.46200899,0.34442580,0.25715954,-0.08726626,-25.33673726,-0.21611115,-0.21243571,0.00367544,-1.70071743,6.10323330,3.86300010,-2.24023320,-36.70567861,-8.64351530,-8.47753960,0.16597570,-1.92023377,0.21112335,0.16551930,-0.04560405,-21.60066615,-0.10074381,-0.09869774,0.00204607,-2.03096151,0.19062215,0.18036901,-0.01025314,-5.37877681,1340.38350000,1249.41800000,-90.96550000,-6.78652789,
C4: Min (node 4251) → C1: Min (node 2133) in NEF (0.99995970),1.33250520,1.28221570,-0.05028950,-3.77405657,18.15832600,16.67273100,-1.48559500,-8.18134337,1.28895100,1.27658840,-0.01236260,-0.95912102,7.23795250,6.39589370,-0.84205880,-11.63393653,0.93919626,0.88001269,-0.05918357,-6.30151253,-0.15257845,-0.07560668,0.07697177,-50.44733971,0.14504639,0.06797951,-0.07706688,-53.13257641,-1.11353060,-2.98447890,-1.87094830,168.01947787,0.10887843,0.06960913,-0.03926930,-36.06710347,0.37363018,0.29847522,-0.07515496,-20.11479908,-0.22858379,-0.23049571,-0.00191192,0.83641977,7.28037200,5.44948830,-1.83088370,-25.14821633,-8.39390260,-8.43396720,-0.04006460,0.47730599,0.22199039,0.18391336,-0.03807703,-17.15255782,-0.11311196,-0.11430422,-0.00119226,1.05405299,0.19665445,0.20110150,0.00444705,2.26135234,1354.71540000,1368.56400000,13.84860000,1.02225161,
C4: Min (node 790) → C1: Min (node 2804) in NEF (0.99998749),1.81276480,1.79026840,-0.02249640,-1.24099938,32.59550100,33.58396800,0.98846700,3.03252587,1.82376580,1.77211120,-0.05165460,-2.83230445,13.06505400,13.73952500,0.67447100,5.16240499,1.17100890,1.17569480,0.00468590,0.40015921,0.11250286,0.05345248,-0.05905038,-52.48788964,-0.12479281,-0.06510695,0.05968586,-47.82796621,1.14991840,3.54738660,2.39746820,208.49028940,-0.10173976,-0.07217551,0.02956425,-29.05870035,0.30730041,0.34081692,0.03351651,10.90675733,-0.43209322,-0.40592387,0.02616935,-6.05641301,8.91994960,10.18276900,1.26281940,14.15724815,-7.77003120,-6.63538200,1.13464920,-14.60289117,0.15948687,0.17559266,0.01610579,10.09850529,-0.26122662,-0.24776817,0.01345845,-5.15202088,0.32087794,0.30728682,-0.01359112,-4.23560435,1890.76090000,1808.10210000,-82.65880000,-4.37172146,
H1: Min (node 4814) → H5: Min (node 4667) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H2: Min (node 2934) → H6: Min (node 1028) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
H3: Min (node 4345) → H4: Min (node 1877) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H4: Min (node 4345) → H4: Min (node 1877) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H5: Min (node 4814) → H5: Min (node 4667) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H6: Min (node 2934) → H6: Min (node 1028) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
Total,29.76472390,29.76634444,0.00162054,0.00544450,651.43534000,650.31835000,-1.11699000,-0.17146598,27.55324790,27.55774794,0.00450004,0.01633216,316.31955680,316.37175400,0.05219720,0.01650141,21.76472366,21.76634428,0.00162062,0.00744609,0.23527618,0.23365561,-0.00162057,-0.68879477,-0.00000002,0.00000001,0.00000003,-129.65754870,-0.00000036,0.00000027,0.00000063,-174.37238270,-0.00000003,-0.00000001,0.00000002,-73.65161490,7.13286634,7.11883904,-0.01402730,-0.19665727,-7.13286632,-7.11883904,0.01402728,-0.19665699,181.31100120,179.92391240,-1.38708880,-0.76503289,-181.31100160,-179.92391100,1.38709060,-0.76503389,3.90146840,3.89417744,-0.00729096,-0.18687733,-3.90146840,-3.89417744,0.00729096,-0.18687723,9.99999998,10.00000000,0.00000002,0.00000020,48117.57620000,48219.10440000,101.52820000,0.21100024,
Max basin decomposition according to INS: Kinetic Energy Density SCF
C1: Max (node 6096) → C1: Max (node 6148) in NEF (0.99999570),2.37765260,2.37808240,0.00042980,0.01807665,36.75488000,36.48029300,-0.27458700,-0.74707631,2.37133280,2.37236980,0.00103700,0.04373068,16.02511300,15.83503200,-0.19008100,-1.18614452,1.61127550,1.61215060,0.00087510,0.05431101,-0.07852127,-0.08028710,-0.00176582,2.24884793,0.06384476,0.06576235,0.00191759,3.00352776,-0.79705330,-0.95374321,-0.15668991,19.65864893,0.07191743,0.07386940,0.00195197,2.71417919,0.53181219,0.53098760,-0.00082459,-0.15505286,-0.46796743,-0.46522524,0.00274219,-0.58597881,11.25526400,11.08447200,-0.17079200,-1.51744108,-12.05231800,-12.03821600,0.01410200,-0.11700654,0.32708530,0.32652912,-0.00055618,-0.17004127,-0.25516786,-0.25265972,0.00250814,-0.98293727,0.38318855,0.38296589,-0.00022266,-0.05810716,2428.38440000,2354.82290000,-73.56150000,-3.02923623,
C1: Max (node 6126) → C1: Max (node 6172) in NEF (0.99999020),1.82723890,1.85456330,0.02732440,1.49539286,30.09872200,30.57130900,0.47258700,1.57012314,1.81636280,1.84909710,0.03273430,1.80218952,11.26582700,11.40171200,0.13588500,1.20616977,1.21140030,1.22486540,0.01346510,1.11153184,0.02027698,0.03453046,0.01425348,70.29389685,-0.03207061,-0.04647173,-0.01440112,44.90443056,-0.07693414,-0.20445446,-0.12752032,165.75257056,-0.03138144,-0.04057632,-0.00919488,29.30037589,0.36477121,0.36410286,-0.00066835,-0.18322444,-0.39684182,-0.41057458,-0.01373276,3.46051230,9.36612240,9.38117110,0.01504870,0.16067161,-9.44305650,-9.58562550,-0.14256900,1.50977599,0.19426938,0.19395867,-0.00031071,-0.15993771,-0.22565081,-0.23453498,-0.00888417,3.93713189,0.30791932,0.31484896,0.00692964,2.25047262,1925.04060000,2005.77770000,80.73710000,4.19404661,
C1: Max (node 6148) → C1: Max (node 6192) in NEF (0.99998510),1.83340950,1.80528120,-0.02812830,-1.53420717,31.14497800,30.69610200,-0.44887600,-1.44124680,1.81304580,1.78037420,-0.03267160,-1.80202839,11.89179300,11.73753100,-0.15426200,-1.29721397,1.21562530,1.20091090,-0.01471440,-1.21043878,0.01994327,0.00782965,-0.01211362,-60.74037870,-0.03177415,-0.01929062,0.01248353,-39.28831523,0.87398739,1.15819770,0.28421031,32.51881128,-0.04053599,-0.03329309,0.00724291,-17.86784807,0.36431046,0.36292622,-0.00138424,-0.37996164,-0.39608462,-0.38221684,0.01386778,-3.50121648,9.83848760,9.78033830,-0.05814930,-0.59103901,-8.96450020,-8.62214060,0.34235960,-3.81905954,0.19065613,0.19000692,-0.00064921,-0.34051357,-0.23119212,-0.22330000,0.00789212,-3.41366306,0.30889213,0.30218515,-0.00670698,-2.17130168,1921.01700000,1945.08290000,24.06590000,1.25276872,
C2: Max (node 6110) → C2: Max (node 6158) in NEF (0.99999767),1.84957790,1.83768660,-0.01189130,-0.64291966,21.86828100,21.68187800,-0.18640300,-0.85238982,1.86478740,1.85025990,-0.01452750,-0.77904323,7.57002980,7.52412140,-0.04590840,-0.60644940,1.21943440,1.21384320,-0.00559120,-0.45850765,0.04085250,0.03384370,-0.00700880,-17.15636574,-0.04573424,-0.03819728,0.00753696,-16.47990104,-4.63215220,-4.45248670,0.17966550,-3.87866141,-0.03055001,-0.02605773,0.00449228,-14.70468210,0.37157570,0.37099263,-0.00058307,-0.15691823,-0.41730993,-0.40918991,0.00812002,-1.94580081,5.08137860,5.06433890,-0.01703970,-0.33533616,-9.71353080,-9.51682570,0.19670510,-2.02506281,0.21022541,0.20987042,-0.00035499,-0.16886160,-0.24077542,-0.23592815,0.00484727,-2.01319138,0.31507173,0.31192172,-0.00315001,-0.99977551,1977.07890000,1982.77840000,5.69950000,0.28827883,
C2: Max (node 6132) → C2: Max (node 6118) in NEF (0.99999442),1.80740890,1.81467550,0.00726660,0.40204516,27.93103400,27.95960300,0.02856900,0.10228408,1.80302470,1.81278290,0.00975820,0.54121277,10.07202300,10.07920800,0.00718500,0.07133622,1.19718700,1.20006900,0.00288200,0.24073098,0.02325694,0.02914416,0.00588721,25.31379445,-0.02798434,-0.03343328,-0.00544894,19.47136942,2.26839160,2.21219350,-0.05619810,-2.47744261,-0.03239304,-0.03575318,-0.00336014,10.37304097,0.37037387,0.36957964,-0.00079423,-0.21444007,-0.39835822,-0.40301292,-0.00465470,1.16847093,9.65262790,9.61593260,-0.03669530,-0.38015865,-7.38423620,-7.40373900,-0.01950280,0.26411398,0.19964265,0.19920451,-0.00043814,-0.21946212,-0.23203569,-0.23495769,-0.00292200,1.25928903,0.30511098,0.30730328,0.00219230,0.71852544,1932.50210000,1968.05820000,35.55610000,1.83989968,
C2: Max (node 6166) → C2: Max (node 6134) in NEF (0.99999558),2.35850720,2.36159510,0.00308790,0.13092604,34.30989100,34.14353000,-0.16636100,-0.48487767,2.34776220,2.35230490,0.00454270,0.19349064,14.23766100,14.17662800,-0.06103300,-0.42867294,1.59887260,1.60004510,0.00117250,0.07333292,-0.07960348,-0.07694515,0.00265833,-3.33947084,0.07371858,0.07163056,-0.00208802,-2.83242030,2.36376060,2.24029320,-0.12346740,-5.22334622,0.06294305,0.06181091,-0.00113214,-1.79867362,0.54928990,0.54731462,-0.00197528,-0.35960610,-0.47557132,-0.47568407,-0.00011275,0.02370833,12.00136600,11.82670200,-0.17466400,-1.45536766,-9.63760540,-9.58640900,0.05119640,-0.53121494,0.33336349,0.33227159,-0.00109190,-0.32754037,-0.27042044,-0.27046068,-0.00004024,0.01488053,0.37981729,0.38077499,0.00095770,0.25214755,2427.28850000,2388.93990000,-38.34860000,-1.57989460,
C3: Max (node 6110) → C2: Max (node 6158) in NEF (0.99999767),1.84957790,1.83768660,-0.01189130,-0.64291966,21.86828100,21.68187800,-0.18640300,-0.85238982,1.86478740,1.85025990,-0.01452750,-0.77904323,7.57002980,7.52412140,-0.04590840,-0.60644940,1.21943440,1.21384320,-0.00559120,-0.45850765,0.04085250,0.03384370,-0.00700880,-17.15636574,-0.04573424,-0.03819728,0.00753696,-16.47990104,-4.63215220,-4.45248670,0.17966550,-3.87866141,-0.03055001,-0.02605773,0.00449228,-14.70468210,0.37157570,0.37099263,-0.00058307,-0.15691823,-0.41730993,-0.40918991,0.00812002,-1.94580081,5.08137860,5.06433890,-0.01703970,-0.33533616,-9.71353080,-9.51682570,0.19670510,-2.02506281,0.21022541,0.20987042,-0.00035499,-0.16886160,-0.24077542,-0.23592815,0.00484727,-2.01319138,0.31507173,0.31192172,-0.00315001,-0.99977551,1977.07890000,1982.77840000,5.69950000,0.28827883,
C3: Max (node 6132) → C2: Max (node 6118) in NEF (0.99999442),1.80740890,1.81467550,0.00726660,0.40204516,27.93103400,27.95960300,0.02856900,0.10228408,1.80302470,1.81278290,0.00975820,0.54121277,10.07202300,10.07920800,0.00718500,0.07133622,1.19718700,1.20006900,0.00288200,0.24073098,0.02325694,0.02914416,0.00588721,25.31379445,-0.02798434,-0.03343328,-0.00544894,19.47136942,2.26839160,2.21219350,-0.05619810,-2.47744261,-0.03239304,-0.03575318,-0.00336014,10.37304097,0.37037387,0.36957964,-0.00079423,-0.21444007,-0.39835822,-0.40301292,-0.00465470,1.16847093,9.65262790,9.61593260,-0.03669530,-0.38015865,-7.38423620,-7.40373900,-0.01950280,0.26411398,0.19964265,0.19920451,-0.00043814,-0.21946212,-0.23203569,-0.23495769,-0.00292200,1.25928903,0.30511098,0.30730328,0.00219230,0.71852544,1932.50210000,1968.05820000,35.55610000,1.83989968,
C3: Max (node 6166) → C2: Max (node 6134) in NEF (0.99999558),2.35850720,2.36159510,0.00308790,0.13092604,34.30989100,34.14353000,-0.16636100,-0.48487767,2.34776220,2.35230490,0.00454270,0.19349064,14.23766100,14.17662800,-0.06103300,-0.42867294,1.59887260,1.60004510,0.00117250,0.07333292,-0.07960348,-0.07694515,0.00265833,-3.33947084,0.07371858,0.07163056,-0.00208802,-2.83242030,2.36376060,2.24029320,-0.12346740,-5.22334622,0.06294305,0.06181091,-0.00113214,-1.79867362,0.54928990,0.54731462,-0.00197528,-0.35960610,-0.47557132,-0.47568407,-0.00011275,0.02370833,12.00136600,11.82670200,-0.17466400,-1.45536766,-9.63760540,-9.58640900,0.05119640,-0.53121494,0.33336349,0.33227159,-0.00109190,-0.32754037,-0.27042044,-0.27046068,-0.00004024,0.01488053,0.37981729,0.38077499,0.00095770,0.25214755,2427.28850000,2388.93990000,-38.34860000,-1.57989460,
C4: Max (node 6096) → C1: Max (node 6148) in NEF (0.99999570),2.37765260,2.37808240,0.00042980,0.01807665,36.75488000,36.48029300,-0.27458700,-0.74707631,2.37133280,2.37236980,0.00103700,0.04373068,16.02511300,15.83503200,-0.19008100,-1.18614452,1.61127550,1.61215060,0.00087510,0.05431101,-0.07852127,-0.08028710,-0.00176582,2.24884793,0.06384476,0.06576235,0.00191759,3.00352776,-0.79705330,-0.95374321,-0.15668991,19.65864893,0.07191743,0.07386940,0.00195197,2.71417919,0.53181219,0.53098760,-0.00082459,-0.15505286,-0.46796743,-0.46522524,0.00274219,-0.58597881,11.25526400,11.08447200,-0.17079200,-1.51744108,-12.05231800,-12.03821600,0.01410200,-0.11700654,0.32708530,0.32652912,-0.00055618,-0.17004127,-0.25516786,-0.25265972,0.00250814,-0.98293727,0.38318855,0.38296589,-0.00022266,-0.05810716,2428.38440000,2354.82290000,-73.56150000,-3.02923623,
C4: Max (node 6126) → C1: Max (node 6172) in NEF (0.99999020),1.82723890,1.85456330,0.02732440,1.49539286,30.09872200,30.57130900,0.47258700,1.57012314,1.81636280,1.84909710,0.03273430,1.80218952,11.26582700,11.40171200,0.13588500,1.20616977,1.21140030,1.22486540,0.01346510,1.11153184,0.02027698,0.03453046,0.01425348,70.29389685,-0.03207061,-0.04647173,-0.01440112,44.90443056,-0.07693414,-0.20445446,-0.12752032,165.75257056,-0.03138144,-0.04057632,-0.00919488,29.30037589,0.36477121,0.36410286,-0.00066835,-0.18322444,-0.39684182,-0.41057458,-0.01373276,3.46051230,9.36612240,9.38117110,0.01504870,0.16067161,-9.44305650,-9.58562550,-0.14256900,1.50977599,0.19426938,0.19395867,-0.00031071,-0.15993771,-0.22565081,-0.23453498,-0.00888417,3.93713189,0.30791932,0.31484896,0.00692964,2.25047262,1925.04060000,2005.77770000,80.73710000,4.19404661,
C4: Max (node 6148) → C1: Max (node 6192) in NEF (0.99998510),1.83340950,1.80528120,-0.02812830,-1.53420717,31.14497800,30.69610200,-0.44887600,-1.44124680,1.81304580,1.78037420,-0.03267160,-1.80202839,11.89179300,11.73753100,-0.15426200,-1.29721397,1.21562530,1.20091090,-0.01471440,-1.21043878,0.01994327,0.00782965,-0.01211362,-60.74037870,-0.03177415,-0.01929062,0.01248353,-39.28831523,0.87398739,1.15819770,0.28421031,32.51881128,-0.04053599,-0.03329309,0.00724291,-17.86784807,0.36431046,0.36292622,-0.00138424,-0.37996164,-0.39608462,-0.38221684,0.01386778,-3.50121648,9.83848760,9.78033830,-0.05814930,-0.59103901,-8.96450020,-8.62214060,0.34235960,-3.81905954,0.19065613,0.19000692,-0.00064921,-0.34051357,-0.23119212,-0.22330000,0.00789212,-3.41366306,0.30889213,0.30218515,-0.00670698,-2.17130168,1921.01700000,1945.08290000,24.06590000,1.25276872,
H1: Max (node 5452) → H5: Max (node 5486) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H2: Max (node 5452) → H6: Max (node 5470) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
H3: Max (node 5458) → H4: Max (node 5462) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H4: Max (node 5458) → H4: Max (node 5462) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H5: Max (node 5452) → H5: Max (node 5486) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H6: Max (node 5452) → H6: Max (node 5470) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
