Region,I: Electron Density SCF,,,,I: Volume,,,,I: Kinetic Energy Density SCF,,,,I: Electron Localization Function SCF,,,,I: Valence density,,,,I: Area Bader charge,,,,I: Deformation charge,,,,I: Deformation volume,,,,I: Deformation (kinetic) energy,,,,I: Deformation positive charge,,,,I: Deformation negative charge,,,,I: Deformation positive volume,,,,I: Deformation negative volume,,,,I: Deformation (kinetic) positive energy,,,,I: Deformation (kinetic) negative energy,,,,I: Solid angle (alpha),,,,I: Te per electron,,,
Atomic basin decomposition,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆,NEF,EEF Z,∆,%∆
Total,29.76472370,29.76634404,0.00162034,0.00544383,651.43534200,650.31835200,-1.11699000,-0.17146598,27.55324790,27.55774794,0.00450004,0.01633216,316.31955560,316.37175480,0.05219920,0.01650205,21.76472390,21.76634424,0.00162034,0.00744480,0.23527618,0.23365562,-0.00162056,-0.68879213,-0.00000001,0.00000000,0.00000001,-131.54565374,-0.00000018,0.00000013,0.00000031,-170.24401000,0.00000000,-0.00000000,-0.00000000,-172.44980528,7.13286632,7.11883908,-0.01402724,-0.19665643,-7.13286634,-7.11883906,0.01402728,-0.19665699,181.31100100,179.92390980,-1.38709120,-0.76503422,-181.31100220,-179.92391160,1.38709060,-0.76503388,3.90146840,3.89417744,-0.00729096,-0.18687733,-3.90146836,-3.89417742,0.00729094,-0.18687682,10.00000000,9.99999998,-0.00000002,-0.00000020,48117.57620000,48219.10480000,101.52860000,0.21100107,
Min basin decomposition according to INS: Kinetic Energy Density SCF
C1: Min (node 2167) → C1: Min (node 2788) in NEF (0.99999554),2.09129980,2.20988470,0.11858490,5.67039216,40.17921000,40.25667800,0.07746800,0.19280618,2.07108270,2.18184040,0.11075770,5.34781639,16.52169200,16.33354700,-0.18814500,-1.13877562,1.37451470,1.46475120,0.09023650,6.56497162,0.05905532,0.02551574,-0.03353958,-56.79349080,-0.07278212,-0.03964608,0.03313605,-45.52772464,5.05725230,3.83913410,-1.21811820,-24.08656179,-0.07953814,-0.05424602,0.02529212,-31.79873334,0.37538289,0.43065976,0.05527687,14.72546338,-0.44816501,-0.47030584,-0.02214083,4.94032990,12.22763400,12.22452300,-0.00311100,-0.02544237,-7.17038150,-8.38538850,-1.21500700,16.94480273,0.19246784,0.22782397,0.03535613,18.36988974,-0.27200598,-0.28207000,-0.01006402,3.69992601,0.35839252,0.37256674,0.01417422,3.95494303,2114.23510000,2198.15690000,83.92180000,3.96936935,
C1: Min (node 3375) → C1: Min (node 3378) in NEF (0.99988386),0.76412491,0.64405596,-0.12006895,-15.71326212,7.29244600,5.71118550,-1.58126050,-21.68354075,0.77745765,0.67368983,-0.10376782,-13.34707042,2.64789860,2.04352700,-0.60437160,-22.82457493,0.52649386,0.43075219,-0.09574167,-18.18476478,-0.05123177,-0.00414467,0.04708710,-91.90996782,0.04668101,0.00009968,-0.04658133,-99.78646153,-4.35130640,-4.71379120,-0.36248480,8.33048208,0.06447642,0.03358218,-0.03089423,-47.91555722,0.18690429,0.13832206,-0.04858223,-25.99310588,-0.14022327,-0.13822238,0.00200089,-1.42693149,2.12403430,1.45843610,-0.66559820,-31.33650902,-6.47534070,-6.17222730,0.30311340,-4.68104172,0.12603307,0.09466009,-0.03137298,-24.89265555,-0.06155666,-0.06107791,0.00047875,-0.77773715,0.11881552,0.10665188,-0.01216364,-10.23741680,857.28023000,758.96737000,-98.31286000,-11.46799571,
C1: Min (node 4249) → C1: Min (node 2140) in NEF (0.99972083),0.93993015,0.99559794,0.05566779,5.92254541,10.53855700,11.72125600,1.18269900,11.22258958,0.93753486,0.98313251,0.04559765,4.86356849,3.95818450,4.35683280,0.39864830,10.07149364,0.65144022,0.69593766,0.04449744,6.83062523,-0.07446035,-0.09661712,-0.02215676,29.75645536,0.06893562,0.09093451,0.02199888,31.91221566,-3.59724450,-2.92429610,0.67294840,-18.70733001,0.07195812,0.08387583,0.01191772,16.56202362,0.24780168,0.27024972,0.02244804,9.05887321,-0.17886606,-0.17931521,-0.00044915,0.25110969,3.71285060,4.39428030,0.68142970,18.35327551,-7.31009510,-7.31857640,-0.00848130,0.11602175,0.15663991,0.16906836,0.01242845,7.93440829,-0.08468179,-0.08519253,-0.00051073,0.60312258,0.14424497,0.14983014,0.00558517,3.87200330,1017.21360000,1102.24180000,85.02820000,8.35893268,
C1: Min (node 819) → C1: Min (node 4324) in NEF (0.99997510),2.24294620,2.18838840,-0.05455780,-2.43241679,39.98836600,40.05858500,0.07021900,0.17559857,2.21466620,2.16317840,-0.05148780,-2.32485600,16.05495800,16.24036800,0.18541000,1.15484575,1.48585220,1.44648590,-0.03936630,-2.64940887,0.02833577,0.03731905,0.00898328,31.70295372,-0.04283451,-0.05138811,-0.00855360,19.96894700,2.89129860,3.79895310,0.90765450,31.39262406,-0.05689639,-0.06321200,-0.00631561,11.10019341,0.45080501,0.41878512,-0.03201989,-7.10282479,-0.49363953,-0.47017324,0.02346629,-4.75372991,12.39535600,12.16874300,-0.22661300,-1.82820889,-9.50405700,-8.36978960,1.13426740,-11.93456016,0.23686998,0.21894228,-0.01792770,-7.56858256,-0.29376637,-0.28215427,0.01161210,-3.95283504,0.37854699,0.37095124,-0.00759575,-2.00655406,2285.71310000,2246.31750000,-39.39560000,-1.72355839,
C2: Min (node 1585) → C2: Min (node 3048) in NEF (0.99999714),2.09360070,2.21238480,0.11878410,5.67367502,33.98699700,34.91872500,0.93172800,2.74142490,2.09655220,2.19575570,0.09920350,4.73174481,12.78013400,13.26405100,0.48391700,3.78647830,1.36907920,1.46498540,0.09590620,7.00516084,0.07996404,0.02981338,-0.05015066,-62.71651749,-0.08557692,-0.03502921,0.05054771,-59.06698718,3.51752940,3.60829150,0.09076210,2.58027978,-0.08265450,-0.05217788,0.03047662,-36.87230415,0.37744798,0.44967084,0.07222286,19.13452021,-0.46302490,-0.48470005,-0.02167515,4.68120613,10.21008400,11.15965800,0.94957400,9.30035443,-6.69255500,-7.55136610,-0.85881110,12.83233533,0.20047670,0.24192692,0.04145022,20.67582916,-0.28313121,-0.29410481,-0.01097360,3.87580020,0.36226080,0.37369970,0.01143890,3.15764223,2136.55980000,2244.18980000,107.63000000,5.03753745,
C2: Min (node 2898) → C2: Min (node 16) in NEF (0.99980481),0.98655720,1.02925210,0.04269490,4.32766595,8.76595360,9.17117760,0.40522400,4.62270300,0.99555192,1.03687010,0.04131818,4.15027877,3.39571990,3.53148800,0.13576810,3.99821257,0.67948808,0.70941690,0.02992882,4.40461296,-0.06534983,-0.06974641,-0.00439658,6.72776655,0.06297096,0.06751440,0.00454344,7.21513059,-4.14771650,-4.22752210,-0.07980560,1.92408522,0.07195336,0.07491005,0.00295669,4.10917288,0.25880756,0.26152405,0.00271649,1.04961772,-0.19583660,-0.19400966,0.00182694,-0.93288997,2.99636160,2.89077780,-0.10558380,-3.52373358,-7.14407810,-7.11829990,0.02577820,-0.36083312,0.16698746,0.16915393,0.00216647,1.29738485,-0.09503410,-0.09424388,0.00079022,-0.83151626,0.15353456,0.15991762,0.00638306,4.15740925,1090.60970000,1150.33920000,59.72950000,5.47670720,
C2: Min (node 4359) → C2: Min (node 4669) in NEF (0.99985750),0.82674812,0.60371263,-0.22303549,-26.97744145,9.33781380,5.35641960,-3.98139420,-42.63732695,0.78831444,0.62359063,-0.16472381,-20.89569868,3.67981330,1.94014250,-1.73967080,-47.27606153,0.60224838,0.40899854,-0.19324984,-32.08806307,-0.15324890,-0.01957037,0.13367853,-87.22968191,0.15150970,0.01821153,-0.13329817,-87.97995640,-0.10343356,-2.80064130,-2.69720774,2607.67176533,0.11306701,0.03795418,-0.07511283,-66.43213790,0.28416656,0.14651678,-0.13764978,-48.43982346,-0.13265685,-0.12830525,0.00435160,-3.28034323,4.56423490,1.66476590,-2.89946900,-63.52584964,-4.66766850,-4.46540720,0.20226130,-4.33324046,0.17559524,0.09870555,-0.07688969,-43.78802637,-0.06252823,-0.06075137,0.00177685,-2.84168150,0.11224987,0.09735704,-0.01489283,-13.26756726,855.56033000,735.49547000,-120.06486000,-14.03347675,
C2: Min (node 52) → C2: Min (node 4072) in NEF (0.99997364),2.10858800,2.16860770,0.06001970,2.84644037,32.01844100,34.33868900,2.32024800,7.24659892,2.13515570,2.15913110,0.02397540,1.12288767,12.02404600,13.04427600,1.02023000,8.48491431,1.36467840,1.43055640,0.06587800,4.82736445,0.12314067,0.04554612,-0.07759455,-63.01293228,-0.12890375,-0.05069672,0.07820703,-60.67087265,0.73362072,3.41987190,2.68625118,366.16348295,-0.10236587,-0.06068635,0.04167952,-40.71623188,0.37081737,0.43017522,0.05935785,16.00730031,-0.49972112,-0.48087194,0.01884918,-3.77193984,8.96469160,10.79177200,1.82708040,20.38085058,-8.23107080,-7.37190060,0.85917020,-10.43813400,0.20017215,0.23156012,0.03138797,15.68048802,-0.30253802,-0.29224647,0.01029155,-3.40173774,0.37195477,0.36902563,-0.00292914,-0.78749897,2254.13970000,2209.75200000,-44.38770000,-1.96916367,
C3: Min (node 1585) → C2: Min (node 3048) in NEF (0.99999714),2.09360070,2.21238480,0.11878410,5.67367502,33.98699700,34.91872500,0.93172800,2.74142490,2.09655220,2.19575570,0.09920350,4.73174481,12.78013400,13.26405100,0.48391700,3.78647830,1.36907920,1.46498540,0.09590620,7.00516084,0.07996404,0.02981338,-0.05015066,-62.71651749,-0.08557692,-0.03502921,0.05054771,-59.06698718,3.51752940,3.60829150,0.09076210,2.58027978,-0.08265450,-0.05217788,0.03047662,-36.87230415,0.37744798,0.44967084,0.07222286,19.13452021,-0.46302490,-0.48470005,-0.02167515,4.68120613,10.21008400,11.15965800,0.94957400,9.30035443,-6.69255500,-7.55136610,-0.85881110,12.83233533,0.20047670,0.24192692,0.04145022,20.67582916,-0.28313121,-0.29410481,-0.01097360,3.87580020,0.36226080,0.37369970,0.01143890,3.15764223,2136.55980000,2244.18980000,107.63000000,5.03753745,
C3: Min (node 2898) → C2: Min (node 16) in NEF (0.99980481),0.98655720,1.02925210,0.04269490,4.32766595,8.76595360,9.17117760,0.40522400,4.62270300,0.99555192,1.03687010,0.04131818,4.15027877,3.39571990,3.53148800,0.13576810,3.99821257,0.67948808,0.70941690,0.02992882,4.40461296,-0.06534983,-0.06974641,-0.00439658,6.72776655,0.06297096,0.06751440,0.00454344,7.21513059,-4.14771650,-4.22752210,-0.07980560,1.92408522,0.07195336,0.07491005,0.00295669,4.10917288,0.25880756,0.26152405,0.00271649,1.04961772,-0.19583660,-0.19400966,0.00182694,-0.93288997,2.99636160,2.89077780,-0.10558380,-3.52373358,-7.14407810,-7.11829990,0.02577820,-0.36083312,0.16698746,0.16915393,0.00216647,1.29738485,-0.09503410,-0.09424388,0.00079022,-0.83151626,0.15353456,0.15991762,0.00638306,4.15740925,1090.60970000,1150.33920000,59.72950000,5.47670720,
C3: Min (node 4359) → C2: Min (node 4669) in NEF (0.99985750),0.82674812,0.60371263,-0.22303549,-26.97744145,9.33781380,5.35641960,-3.98139420,-42.63732695,0.78831444,0.62359063,-0.16472381,-20.89569868,3.67981330,1.94014250,-1.73967080,-47.27606153,0.60224838,0.40899854,-0.19324984,-32.08806307,-0.15324890,-0.01957037,0.13367853,-87.22968191,0.15150970,0.01821153,-0.13329817,-87.97995640,-0.10343356,-2.80064130,-2.69720774,2607.67176533,0.11306701,0.03795418,-0.07511283,-66.43213790,0.28416656,0.14651678,-0.13764978,-48.43982346,-0.13265685,-0.12830525,0.00435160,-3.28034323,4.56423490,1.66476590,-2.89946900,-63.52584964,-4.66766850,-4.46540720,0.20226130,-4.33324046,0.17559524,0.09870555,-0.07688969,-43.78802637,-0.06252823,-0.06075137,0.00177685,-2.84168150,0.11224987,0.09735704,-0.01489283,-13.26756726,855.56033000,735.49547000,-120.06486000,-14.03347675,
C3: Min (node 52) → C2: Min (node 4072) in NEF (0.99997364),2.10858800,2.16860770,0.06001970,2.84644037,32.01844100,34.33868900,2.32024800,7.24659892,2.13515570,2.15913110,0.02397540,1.12288767,12.02404600,13.04427600,1.02023000,8.48491431,1.36467840,1.43055640,0.06587800,4.82736445,0.12314067,0.04554612,-0.07759455,-63.01293228,-0.12890375,-0.05069672,0.07820703,-60.67087265,0.73362072,3.41987190,2.68625118,366.16348295,-0.10236587,-0.06068635,0.04167952,-40.71623188,0.37081737,0.43017522,0.05935785,16.00730031,-0.49972112,-0.48087194,0.01884918,-3.77193984,8.96469160,10.79177200,1.82708040,20.38085058,-8.23107080,-7.37190060,0.85917020,-10.43813400,0.20017215,0.23156012,0.03138797,15.68048802,-0.30253802,-0.29224647,0.01029155,-3.40173774,0.37195477,0.36902563,-0.00292914,-0.78749897,2254.13970000,2209.75200000,-44.38770000,-1.96916367,
C4: Min (node 2167) → C1: Min (node 2788) in NEF (0.99999554),2.09129980,2.20988470,0.11858490,5.67039216,40.17921000,40.25667800,0.07746800,0.19280618,2.07108270,2.18184040,0.11075770,5.34781639,16.52169200,16.33354700,-0.18814500,-1.13877562,1.37451470,1.46475120,0.09023650,6.56497162,0.05905532,0.02551574,-0.03353958,-56.79349080,-0.07278212,-0.03964608,0.03313605,-45.52772464,5.05725230,3.83913410,-1.21811820,-24.08656179,-0.07953814,-0.05424602,0.02529212,-31.79873334,0.37538289,0.43065976,0.05527687,14.72546338,-0.44816501,-0.47030584,-0.02214083,4.94032990,12.22763400,12.22452300,-0.00311100,-0.02544237,-7.17038150,-8.38538850,-1.21500700,16.94480273,0.19246784,0.22782397,0.03535613,18.36988974,-0.27200598,-0.28207000,-0.01006402,3.69992601,0.35839252,0.37256674,0.01417422,3.95494303,2114.23510000,2198.15690000,83.92180000,3.96936935,
C4: Min (node 3375) → C1: Min (node 3378) in NEF (0.99988386),0.76412491,0.64405596,-0.12006895,-15.71326212,7.29244600,5.71118550,-1.58126050,-21.68354075,0.77745765,0.67368983,-0.10376782,-13.34707042,2.64789860,2.04352700,-0.60437160,-22.82457493,0.52649386,0.43075219,-0.09574167,-18.18476478,-0.05123177,-0.00414467,0.04708710,-91.90996782,0.04668101,0.00009968,-0.04658133,-99.78646153,-4.35130640,-4.71379120,-0.36248480,8.33048208,0.06447642,0.03358218,-0.03089423,-47.91555722,0.18690429,0.13832206,-0.04858223,-25.99310588,-0.14022327,-0.13822238,0.00200089,-1.42693149,2.12403430,1.45843610,-0.66559820,-31.33650902,-6.47534070,-6.17222730,0.30311340,-4.68104172,0.12603307,0.09466009,-0.03137298,-24.89265555,-0.06155666,-0.06107791,0.00047875,-0.77773715,0.11881552,0.10665188,-0.01216364,-10.23741680,857.28023000,758.96737000,-98.31286000,-11.46799571,
C4: Min (node 4249) → C1: Min (node 2140) in NEF (0.99972083),0.93993015,0.99559794,0.05566779,5.92254541,10.53855700,11.72125600,1.18269900,11.22258958,0.93753486,0.98313251,0.04559765,4.86356849,3.95818450,4.35683280,0.39864830,10.07149364,0.65144022,0.69593766,0.04449744,6.83062523,-0.07446035,-0.09661712,-0.02215676,29.75645536,0.06893562,0.09093451,0.02199888,31.91221566,-3.59724450,-2.92429610,0.67294840,-18.70733001,0.07195812,0.08387583,0.01191772,16.56202362,0.24780168,0.27024972,0.02244804,9.05887321,-0.17886606,-0.17931521,-0.00044915,0.25110969,3.71285060,4.39428030,0.68142970,18.35327551,-7.31009510,-7.31857640,-0.00848130,0.11602175,0.15663991,0.16906836,0.01242845,7.93440829,-0.08468179,-0.08519253,-0.00051073,0.60312258,0.14424497,0.14983014,0.00558517,3.87200330,1017.21360000,1102.24180000,85.02820000,8.35893268,
C4: Min (node 819) → C1: Min (node 4324) in NEF (0.99997510),2.24294620,2.18838840,-0.05455780,-2.43241679,39.98836600,40.05858500,0.07021900,0.17559857,2.21466620,2.16317840,-0.05148780,-2.32485600,16.05495800,16.24036800,0.18541000,1.15484575,1.48585220,1.44648590,-0.03936630,-2.64940887,0.02833577,0.03731905,0.00898328,31.70295372,-0.04283451,-0.05138811,-0.00855360,19.96894700,2.89129860,3.79895310,0.90765450,31.39262406,-0.05689639,-0.06321200,-0.00631561,11.10019341,0.45080501,0.41878512,-0.03201989,-7.10282479,-0.49363953,-0.47017324,0.02346629,-4.75372991,12.39535600,12.16874300,-0.22661300,-1.82820889,-9.50405700,-8.36978960,1.13426740,-11.93456016,0.23686998,0.21894228,-0.01792770,-7.56858256,-0.29376637,-0.28215427,0.01161210,-3.95283504,0.37854699,0.37095124,-0.00759575,-2.00655406,2285.71310000,2246.31750000,-39.39560000,-1.72355839,
H1: Min (node 4814) → H5: Min (node 4666) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H2: Min (node 2918) → H6: Min (node 1029) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
H3: Min (node 4346) → H4: Min (node 2135) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H4: Min (node 4346) → H4: Min (node 2135) in NEF (0.99998083),0.94446783,0.94551411,0.00104628,0.11077985,47.79003200,47.80125100,0.01121900,0.02347561,0.59004980,0.59058192,0.00053212,0.09018222,29.44523400,29.55499300,0.10975900,0.37275642,0.94446783,0.94551411,0.00104628,0.11077985,0.05553217,0.05448589,-0.00104628,-1.88408999,-0.00000000,0.00000000,0.00000000,-135.79232773,-0.00000001,0.00000002,0.00000003,-450.41138235,0.00000000,0.00000000,-0.00000000,-42.09295258,0.33561766,0.33542159,-0.00019607,-0.05842064,-0.33561766,-0.33542159,0.00019607,-0.05842064,10.80752000,10.72877900,-0.07874100,-0.72857603,-10.80752000,-10.72877900,0.07874100,-0.72857603,0.16524733,0.16520926,-0.00003807,-0.02303819,-0.16524733,-0.16520926,0.00003807,-0.02303819,1.00000000,1.00000000,0.00000000,0.00000000,3817.46950000,3815.79520000,-1.67430000,-0.04385890,
H5: Min (node 4814) → H5: Min (node 4666) in NEF (0.99993210),0.93638438,0.93725702,0.00087264,0.09319250,47.99532900,48.00074700,0.00541800,0.01128860,0.58253238,0.58300069,0.00046831,0.08039210,30.78161100,30.91078900,0.12917800,0.41965965,0.93638438,0.93725702,0.00087264,0.09319250,0.06361562,0.06274298,-0.00087264,-1.37173231,-0.00000000,0.00000000,0.00000000,-182.52856254,-0.00000002,0.00000001,0.00000003,-163.47217743,-0.00000000,-0.00000000,0.00000000,-84.43882722,0.33943382,0.33915394,-0.00027988,-0.08245495,-0.33943382,-0.33915394,0.00027988,-0.08245495,11.63428500,11.54828100,-0.08600400,-0.73922893,-11.63428500,-11.54828100,0.08600400,-0.73922893,0.16503327,0.16495464,-0.00007863,-0.04764494,-0.16503327,-0.16495464,0.00007863,-0.04764494,1.00000000,1.00000000,0.00000000,0.00000000,3829.26290000,3843.38180000,14.11890000,0.36871065,
H6: Min (node 2918) → H6: Min (node 1029) in NEF (0.99998658),0.94771464,0.94851679,0.00080215,0.08464046,47.82452400,47.82446300,-0.00006100,-0.00012755,0.58772607,0.58810256,0.00037649,0.06405875,26.87048600,26.96586300,0.09537700,0.35495078,0.94771464,0.94851679,0.00080215,0.08464046,0.05228536,0.05148321,-0.00080215,-1.53418271,-0.00000000,0.00000000,0.00000000,-407.28058366,-0.00000001,-0.00000000,0.00000001,-89.46007930,0.00000000,0.00000000,-0.00000000,-84.83877403,0.33924835,0.33894044,-0.00030791,-0.09076242,-0.33924835,-0.33894044,0.00030791,-0.09076242,11.01844900,10.93194000,-0.08650900,-0.78512865,-11.01844900,-10.93194000,0.08650900,-0.78512865,0.16521124,0.16508359,-0.00012765,-0.07726472,-0.16521124,-0.16508359,0.00012765,-0.07726472,1.00000000,1.00000000,0.00000000,0.00000000,3800.74420000,3804.91540000,4.17120000,0.10974693,
Total,29.76472386,29.76634430,0.00162044,0.00544416,651.43533880,650.31835340,-1.11698540,-0.17146528,27.55324784,27.55774768,0.00449984,0.01633143,316.31955460,316.37175460,0.05220000,0.01650230,21.76472378,21.76634422,0.00162044,0.00744526,0.23527620,0.23365562,-0.00162058,-0.68879777,-0.00000001,-0.00000000,0.00000001,-88.46187540,0.00000004,-0.00000013,-0.00000017,-430.17529157,0.00000000,0.00000000,-0.00000000,-91.18402686,7.13286634,7.11883904,-0.01402730,-0.19665727,-7.13286634,-7.11883908,0.01402726,-0.19665671,181.31100200,179.92391220,-1.38708980,-0.76503344,-181.31100140,-179.92391120,1.38709020,-0.76503367,3.90146838,3.89417742,-0.00729096,-0.18687723,-3.90146839,-3.89417745,0.00729094,-0.18687687,10.00000000,9.99999999,-0.00000001,-0.00000014,48117.57632000,48219.10488000,101.52856000,0.21100099,
